trade_id_ref,stage,root_cause_category,origin_date,resolved_date,resolution_days,still_open_at_window_end,max_escalation_tier_reached
binance:6582456715,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582456722,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582456728,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582456729,clearing,QUANTITY,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
coinbase:1073148458,clearing,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148461,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582456740,clearing,REFERENCE_DATA,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582456743,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148472,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148474,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148475,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073148486,clearing,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148488,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582456781,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148495,clearing,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582456788,clearing,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582456803,clearing,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148507,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148509,clearing,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105348583,clearing,REFERENCE_DATA,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073148518,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148522,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582456813,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582456815,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582456819,clearing,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148526,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148528,clearing,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148533,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148532,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073148535,clearing,QUANTITY,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
kraken:105348590,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148549,clearing,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582456836,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148559,clearing,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148561,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148564,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348597,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148575,clearing,PRICING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
coinbase:1073148577,clearing,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105348598,clearing,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148584,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148586,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148587,clearing,TIMING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
coinbase:1073148603,clearing,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148605,clearing,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148608,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073148619,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148637,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148646,clearing,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148655,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582456900,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582456902,clearing,PRICING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073148663,clearing,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148664,clearing,TIMING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
binance:6582456920,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582456921,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582456923,clearing,TIMING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
binance:6582456932,clearing,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582456944,clearing,PRICING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
binance:6582456948,clearing,TIMING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073148674,clearing,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148675,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148677,clearing,MISSING_RECORD,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
binance:6582456969,clearing,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148695,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148693,clearing,PRICING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
binance:6582457069,clearing,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582457092,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148703,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457131,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457134,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148709,clearing,MISSING_RECORD,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582457187,clearing,TIMING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
binance:6582457228,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457233,clearing,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582457242,clearing,PRICING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
coinbase:1073148740,clearing,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148735,clearing,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148732,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148750,clearing,QUANTITY,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073148749,clearing,REFERENCE_DATA,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148745,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582457255,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457256,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457291,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457297,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582457316,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457332,clearing,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148769,clearing,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582457438,clearing,TIMING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582457444,clearing,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582457470,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457527,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457528,clearing,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582457550,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457554,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148774,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348612,clearing,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
kraken:105348614,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348619,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457573,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457659,clearing,QUANTITY,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582457660,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457669,clearing,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582457675,clearing,PRICING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
binance:6582457690,clearing,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582457702,clearing,REFERENCE_DATA,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148788,clearing,PRICING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
binance:6582457720,clearing,TIMING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
binance:6582457758,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457788,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457793,clearing,QUANTITY,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582457799,clearing,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582457801,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582457809,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457812,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457814,clearing,PRICING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582457829,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457841,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582457850,clearing,PRICING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
coinbase:1073148807,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148823,clearing,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582457889,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148830,clearing,TIMING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
binance:6582457893,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457894,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073148837,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148842,clearing,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
kraken:105348622,clearing,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582457911,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457913,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582457970,clearing,PRICING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582458024,clearing,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582458043,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148857,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582458118,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582458130,clearing,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148869,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148878,clearing,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582458152,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148888,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148895,clearing,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073148897,clearing,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148898,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148900,clearing,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073148903,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148908,clearing,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148905,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582458166,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073148917,clearing,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582458229,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582458336,clearing,TIMING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
binance:6582458346,clearing,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582458382,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582458411,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582458447,clearing,TIMING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
binance:6582458523,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148951,clearing,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582458569,clearing,TIMING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582458582,clearing,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582458592,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582458605,clearing,TIMING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
binance:6582458632,clearing,REFERENCE_DATA,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073148962,clearing,MISSING_RECORD,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073148961,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148968,clearing,TIMING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
binance:6582458762,clearing,REFERENCE_DATA,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
binance:6582458831,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582458834,clearing,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582458870,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582458887,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148973,clearing,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073148975,clearing,REFERENCE_DATA,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
binance:6582458929,clearing,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582458959,clearing,REFERENCE_DATA,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
binance:6582458962,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582458965,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582458978,clearing,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582458981,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073148996,clearing,MISSING_RECORD,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073148992,clearing,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073148999,clearing,QUANTITY,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073148998,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149001,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149008,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149012,clearing,PRICING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073149015,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459075,clearing,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459078,clearing,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459088,clearing,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459094,clearing,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459103,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459120,clearing,QUANTITY,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
binance:6582459133,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459134,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459147,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582459201,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459202,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582459204,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582459214,clearing,REFERENCE_DATA,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582459221,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459222,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073149016,clearing,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582459281,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582459285,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582459291,clearing,QUANTITY,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582459297,clearing,MISSING_RECORD,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073149018,clearing,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582459324,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149027,clearing,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459362,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459369,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459434,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459451,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459466,clearing,PRICING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
coinbase:1073149043,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149047,clearing,QUANTITY,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073149056,clearing,QUANTITY,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073149066,clearing,REFERENCE_DATA,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
coinbase:1073149073,clearing,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073149078,clearing,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582459487,clearing,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459525,clearing,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582459527,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459545,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459565,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459568,clearing,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582459578,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459584,clearing,TIMING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
binance:6582459585,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149095,clearing,PRICING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
coinbase:1073149098,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149102,clearing,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149104,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459632,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459675,clearing,QUANTITY,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582459686,clearing,QUANTITY,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
binance:6582459703,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459722,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459750,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459760,clearing,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073149125,clearing,QUANTITY,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073149139,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073149142,clearing,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459818,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459853,clearing,TIMING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
binance:6582459858,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459859,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149161,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582459937,clearing,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582459965,clearing,QUANTITY,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582459991,clearing,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582459998,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582460033,clearing,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582460066,clearing,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073149175,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582460099,clearing,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073149182,clearing,QUANTITY,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073149193,clearing,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073149198,clearing,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073149200,clearing,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582460153,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582460200,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582460228,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582460230,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149207,clearing,REFERENCE_DATA,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582460242,clearing,REFERENCE_DATA,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073149216,clearing,QUANTITY,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
coinbase:1073149217,clearing,REFERENCE_DATA,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073149221,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149225,clearing,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073149233,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582460247,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073149239,clearing,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
kraken:105348650,clearing,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073149242,clearing,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105348651,clearing,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073149247,clearing,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582460275,clearing,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582460283,clearing,MISSING_RECORD,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073149249,clearing,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582460330,clearing,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582460332,clearing,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073149270,clearing,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582460340,clearing,TIMING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
kraken:105348665,clearing,TIMING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
