trade_id_ref,confirm_ref,reported_venue,reported_symbol,reported_side,reported_price,reported_quantity,confirm_timestamp,received_at,is_synthetic,injected_break_type
binance:6582450626,CONFIRM-BIN-6582450626,binance,BTCUSDT,buy,68677.4,0.00016,2026-08-19T16:22:37.417214+00:00,2026-08-19T16:22:37.417214+00:00,1,none
binance:6582450628,CONFIRM-BIN-6582450628,binance,BTCUSDT,buy,68340.25844244,0.00024,2026-08-19T16:25:31.192891+00:00,2026-08-19T16:25:31.192891+00:00,1,price_mismatch
binance:6582450631,CONFIRM-BIN-6582450631,binance,BTCUSDT,buy,68678.09,0.00048,2026-08-19T16:25:47.711202+00:00,2026-08-19T16:25:47.711202+00:00,1,none
binance:6582450637,CONFIRM-BIN-6582450637,binance,BTCUSDT,buy,68678.1,0.00058,2026-08-19T16:25:07.299636+00:00,2026-08-19T16:25:07.299636+00:00,1,none
binance:6582450644,CONFIRM-BIN-6582450644,binance,BTCUSDT,buy,68678.11,8e-05,2026-08-19T16:21:32.611289+00:00,2026-08-19T16:21:32.611289+00:00,1,none
binance:6582450645,CONFIRM-BIN-6582450645,binance,BTCUSDT,buy,68678.14,0.0004,2026-08-19T16:26:57.646799+00:00,2026-08-19T16:26:57.646799+00:00,1,none
binance:6582450650,CONFIRM-BIN-6582450650,binance,BTCUSDT,buy,68678.21,0.00024,2026-08-19T16:30:55.911072+00:00,2026-08-19T16:30:55.911072+00:00,1,none
coinbase:1073147222,CONFIRM-COI-1073147222,coinbase,BTC-USD,sell,68640.74,1.7e-05,2026-08-19T16:28:06.530867+00:00,2026-08-19T16:28:06.530867+00:00,1,none
coinbase:1073147221,CONFIRM-COI-1073147221,coinbase,BTC-USD,sell,69496.08786781,0.02827668,2026-08-19T16:29:45.801066+00:00,2026-08-19T16:29:45.801066+00:00,1,price_mismatch
binance:6582450653,CONFIRM-BIN-6582450653,binance,BTCUSDT,buy,68678.22,0.0009,2026-08-19T16:23:51.539040+00:00,2026-08-19T16:23:51.539040+00:00,1,none
binance:6582450664,CONFIRM-BIN-6582450664,binance,BTCUSDT,buy,68678.23,8e-05,2026-08-19T16:19:17.083065+00:00,2026-08-19T16:19:17.083065+00:00,1,none
binance:6582450665,CONFIRM-BIN-6582450665,binance,BTCUSDT,buy,68678.32,0.0004,2026-08-19T16:16:28.492246+00:00,2026-08-19T16:16:28.492246+00:00,1,none
binance:6582450670,CONFIRM-BIN-6582450670,binance,BTCUSDT,buy,68678.5,0.00106,2026-08-19T16:24:59.542298+00:00,2026-08-19T16:24:59.542298+00:00,1,none
binance:6582450683,CONFIRM-BIN-6582450683,binance,BTCUSDT,buy,68679.41,0.00024,2026-08-19T16:24:48.615453+00:00,2026-08-19T16:24:48.615453+00:00,1,none
binance:6582450686,CONFIRM-BIN-6582450686,binance,BTCUSDT,buy,68679.42,0.0086,2026-08-19T16:30:30.776033+00:00,2026-08-19T16:30:30.776033+00:00,1,none
binance:6582450687,CONFIRM-BIN-6582450687,binance,BTCUSDT,buy,68679.42,0.01826,2026-08-19T16:27:45.582781+00:00,2026-08-19T16:27:45.582781+00:00,1,none
binance:6582450696,CONFIRM-BIN-6582450696,binance,BTCUSDT,buy,68679.43,8e-05,2026-08-19T16:26:59.138383+00:00,2026-08-19T16:26:59.138383+00:00,1,none
binance:6582450697,CONFIRM-BIN-6582450697,binance,BTCUSDT,buy,68679.49,0.00017,2026-08-19T16:16:18.496583+00:00,2026-08-19T16:16:18.496583+00:00,1,none
binance:6582450699,CONFIRM-BIN-6582450699,binance,BTCUSDT,buy,68679.5,0.00016,2026-08-19T16:29:12.911092+00:00,2026-08-19T16:29:12.911092+00:00,1,none
binance:6582450701,CONFIRM-BIN-6582450701,binance,BTCUSDT,buy,68679.68,0.00066,2026-08-19T16:23:57.029255+00:00,2026-08-19T16:23:57.029255+00:00,1,none
binance:6582450709,CONFIRM-BIN-6582450709,binance,BTCUSDT,buy,68679.69,8e-05,2026-08-19T16:27:34.876760+00:00,2026-08-19T16:27:34.876760+00:00,1,none
binance:6582450710,CONFIRM-BIN-6582450710,binance,BTCUSDT,buy,68680.53,0.00024,2026-08-19T16:22:57.721670+00:00,2026-08-19T16:22:57.721670+00:00,1,none
binance:6582450713,CONFIRM-BIN-6582450713,binance,BTCUSDT,buy,68680.69,0.00058,2026-08-19T16:23:30.364004+00:00,2026-08-19T16:23:30.364004+00:00,1,none
binance:6582450720,CONFIRM-BIN-6582450720,binance,BTCUSDT,buy,68680.7,8e-05,2026-08-19T16:29:07.439099+00:00,2026-08-19T16:29:07.439099+00:00,1,none
binance:6582450721,CONFIRM-BIN-6582450721,binance,BTCUSDT,buy,68680.83,0.00011,2026-08-19T16:24:44.464419+00:00,2026-08-19T16:24:44.464419+00:00,1,none
binance:6582450722,CONFIRM-BIN-6582450722,binance,BTCUSDT,buy,68681.1,8e-05,2026-08-19T16:19:48.762746+00:00,2026-08-19T16:19:48.762746+00:00,1,none
binance:6582450723,CONFIRM-BIN-6582450723,binance,BTCUSDT,buy,68681.48,0.00074,2026-08-19T16:21:28.797521+00:00,2026-08-19T16:21:28.797521+00:00,1,none
binance:6582450732,CONFIRM-BIN-6582450732,binance,BTCUSDT,buy,68681.49,8e-05,2026-08-19T16:29:25.118883+00:00,2026-08-19T16:29:25.118883+00:00,1,none
binance:6582450733,CONFIRM-BIN-6582450733,binance,BTCUSDT,buy,68681.59,0.00058,2026-08-19T16:18:53.810654+00:00,2026-08-19T16:18:53.810654+00:00,1,none
binance:6582450740,CONFIRM-BIN-6582450740,binance,BTCUSDT,buy,68681.6,8e-05,2026-08-19T16:23:08.441971+00:00,2026-08-19T16:23:08.441971+00:00,1,none
binance:6582450741,CONFIRM-BIN-6582450741,binance,BTCUSDT,buy,68682.13,0.00058,2026-08-19T16:17:40.394217+00:00,2026-08-19T16:17:40.394217+00:00,1,none
binance:6582450748,CONFIRM-BIN-6582450748,binance,BTCUSDT,buy,68682.14,8e-05,2026-08-19T16:27:27.701372+00:00,2026-08-19T16:27:27.701372+00:00,1,none
binance:6582450749,CONFIRM-BIN-6582450749,binance,BTCUSDT,buy,68682.18,0.0005,2026-08-19T16:26:13.984125+00:00,2026-08-19T16:26:13.984125+00:00,1,none
binance:6582450755,CONFIRM-BIN-6582450755,binance,BTCUSDT,buy,68682.23,8e-05,2026-08-19T16:24:40.686072+00:00,2026-08-19T16:24:40.686072+00:00,1,none
binance:6582450756,CONFIRM-BIN-6582450756,binance,BTCUSDT,buy,68682.54,0.00024,2026-08-19T16:19:31.992659+00:00,2026-08-19T16:19:31.992659+00:00,1,none
coinbase:1073147224,CONFIRM-COI-1073147224,coinbase,BTC-USD,sell,68643.96,1.7e-05,2026-08-19T16:25:18.601833+00:00,2026-08-19T16:25:18.601833+00:00,1,none
kraken:105348454,CONFIRM-KRA-105348454,kraken,XBTUSD,buy,68653.4,0.0253,2026-08-19T16:20:26.897391+00:00,2026-08-19T16:20:26.897391+00:00,1,none
kraken:105348455,CONFIRM-KRA-105348455,kraken,XBTUSD,buy,68653.4,0.54371895,2026-08-19T16:24:31.994779+00:00,2026-08-19T16:24:31.994779+00:00,1,none
kraken:105348456,CONFIRM-KRA-105348456,kraken,XBTUSD,buy,68653.4,0.000247,2026-08-19T16:27:14.183727+00:00,2026-08-19T16:27:14.183727+00:00,1,none
kraken:105348457,CONFIRM-KRA-105348457,kraken,XBTUSD,buy,68653.4,0.16952102,2026-08-19T16:22:37.969592+00:00,2026-08-19T16:22:37.969592+00:00,1,none
coinbase:1073147227,CONFIRM-COI-1073147227,coinbase,BTC-USD,sell,68653.84,0.010074,2026-08-19T16:21:37.587800+00:00,2026-08-19T16:21:37.587800+00:00,1,none
coinbase:1073147226,CONFIRM-COI-1073147226,coinbase,BTC-USD,sell,68652.01,1.7e-06,2026-08-19T16:19:22.621127+00:00,2026-08-19T16:19:22.621127+00:00,1,quantity_mismatch
coinbase:1073147225,CONFIRM-COI-1073147225,coinbase,BTC-USD,sell,68647.18,1.674e-05,2026-08-19T16:16:22.278406+00:00,2026-08-19T16:16:22.278406+00:00,1,quantity_mismatch
binance:6582450759,CONFIRM-BIN-6582450759,binance,BTCUSDT,buy,68682.55,0.0043,2026-08-19T16:28:10.413278+00:00,2026-08-19T16:28:10.413278+00:00,1,none
binance:6582450761,CONFIRM-BIN-6582450761,binance,BTCUSDT,sell,68682.54,0.00027,2026-08-19T16:19:11.054391+00:00,2026-08-19T16:19:11.054391+00:00,1,none
binance:6582450762,CONFIRM-BIN-6582450762,binance,BTCUSDT,buy,68682.55,0.0001,2026-08-19T16:19:26.649362+00:00,2026-08-19T16:19:26.649362+00:00,1,none
binance:6582450763,CONFIRM-BIN-6582450763,binance,BTCUSDT,buy,68682.55,0.06515,2026-08-19T16:18:38.611619+00:00,2026-08-19T16:18:38.611619+00:00,1,none
binance:6582450778,CONFIRM-BIN-6582450778,binance,BTCUSDT,buy,68682.56,8e-05,2026-08-19T16:25:56.326503+00:00,2026-08-19T16:25:56.326503+00:00,1,none
binance:6582450779,CONFIRM-BIN-6582450779,binance,BTCUSDT,buy,68682.72,0.00017,2026-08-19T16:26:52.715697+00:00,2026-08-19T16:26:52.715697+00:00,1,none
binance:6582450781,CONFIRM-BIN-6582450781,binance,BTCUSDT,buy,68684.99,0.00024,2026-08-19T16:18:40.640610+00:00,2026-08-19T16:18:40.640610+00:00,1,none
binance:6582450784,CONFIRM-BIN-6582450784,binance,BTCUSDT,sell,68684.99,0.00146,2026-08-19T16:20:23.658520+00:00,2026-08-19T16:20:23.658520+00:00,1,none
binance:6582450785,CONFIRM-BIN-6582450785,binance,BTCUSDT,buy,68685.0,0.01353,2026-08-19T16:20:08.285035+00:00,2026-08-19T16:20:08.285035+00:00,1,none
binance:6582450804,CONFIRM-BIN-6582450804,binance,BTCUSDT,buy,68685.01,8e-05,2026-08-19T16:30:45.334230+00:00,2026-08-19T16:30:45.334230+00:00,1,none
binance:6582450805,CONFIRM-BIN-6582450805,binance,BTCUSDT,buy,68685.89,8e-05,2026-08-19T16:21:58.849090+00:00,2026-08-19T16:21:58.849090+00:00,1,none
binance:6582450806,CONFIRM-BIN-6582450806,binance,BTCUSDT,buy,68685.95,8e-05,2026-08-19T16:24:47.845975+00:00,2026-08-19T16:24:47.845975+00:00,1,none
binance:6582450807,CONFIRM-BIN-6582450807,binance,BTCUSDT,buy,68769.10876843,0.00016,2026-08-19T16:22:03.228707+00:00,2026-08-19T16:22:03.228707+00:00,1,price_mismatch
binance:6582450809,CONFIRM-BIN-6582450809,binance,BTCUSDT,buy,68687.44,0.00024,2026-08-19T16:16:29.013293+00:00,2026-08-19T16:16:29.013293+00:00,1,none
binance:6582450812,CONFIRM-BIN-6582450812,binance,BTCUSDT,buy,68687.45,0.05709,2026-08-19T16:30:42.178577+00:00,2026-08-19T16:30:42.178577+00:00,1,none
binance:6582450813,CONFIRM-BIN-6582450813,binance,BTCUSDT,buy,68687.7,0.003,2026-08-19T16:22:18.554553+00:00,2026-08-19T16:22:18.554553+00:00,1,none
coinbase:1073147228,CONFIRM-COI-1073147228,coinbase,BTC-USD,buy,68656.98,1e-08,2026-08-19T16:27:24.879267+00:00,2026-08-19T16:27:24.879267+00:00,1,none
coinbase:1073147229,CONFIRM-COI-1073147229,coinbase,BTC-USD,sell,68660.29,1e-08,2026-08-19T16:24:27.934821+00:00,2026-08-19T16:24:27.934821+00:00,1,none
coinbase:1073147230,CONFIRM-COI-1073147230,coinbase,BTC-USD,buy,68657.0,5e-08,2026-08-19T16:26:27.329320+00:00,2026-08-19T16:26:27.329320+00:00,1,none
coinbase:1073147231,CONFIRM-COI-1073147231,coinbase,BTC-USD,buy,68657.01,2e-08,2026-08-19T16:23:49.153965+00:00,2026-08-19T16:23:49.153965+00:00,1,none
coinbase:1073147232,CONFIRM-COI-1073147232,coinbase,BTC-USD,buy,68657.01,1.2e-07,2026-08-19T16:25:32.979307+00:00,2026-08-19T16:25:32.979307+00:00,1,none
coinbase:1073147233,CONFIRM-COI-1073147233,coinbase,BTC-USD,sell,68658.0,1e-08,2026-08-19T16:23:22.526817+00:00,2026-08-19T16:23:22.526817+00:00,1,none
coinbase:1073147234,CONFIRM-COI-1073147234,coinbase,BTC-USD,sell,68657.01,0.00022968,2026-08-19T16:17:01.229106+00:00,2026-08-19T16:17:01.229106+00:00,1,none
coinbase:1073147235,CONFIRM-COI-1073147235,coinbase,BTC-USD,sell,68657.02,1e-08,2026-08-19T16:26:09.683656+00:00,2026-08-19T16:26:09.683656+00:00,1,none
coinbase:1073147237,CONFIRM-COI-1073147237,coinbase,BTC-USD,sell,68658.12,0.02832269,2026-08-19T16:23:32.868018+00:00,2026-08-19T16:23:32.868018+00:00,1,none
coinbase:1073147236,CONFIRM-COI-1073147236,coinbase,BTC-USD,sell,68657.02,0.04376958,2026-08-19T16:20:31.171273+00:00,2026-08-19T16:20:31.171273+00:00,1,none
binance:6582450818,CONFIRM-BIN-6582450818,binance,BTCUSDT,buy,68687.7,0.03,2026-08-19T16:26:42.376809+00:00,2026-08-19T16:26:42.376809+00:00,1,none
coinbase:1073147238,CONFIRM-COI-1073147238,coinbase,BTC-USD,sell,68657.18,1e-08,2026-08-19T16:25:40.885628+00:00,2026-08-19T16:25:40.885628+00:00,1,none
coinbase:1073147251,CONFIRM-COI-1073147251,coinbase,BTC-USD,buy,68651.0,0.13783273,2026-08-19T16:16:22.389431+00:00,2026-08-19T16:16:22.389431+00:00,1,none
coinbase:1073147250,CONFIRM-COI-1073147250,coinbase,BTC-USD,buy,68652.72,0.46474307,2026-08-19T16:23:28.734709+00:00,2026-08-19T16:23:28.734709+00:00,1,none
coinbase:1073147249,CONFIRM-COI-1073147249,coinbase,BTC-USD,buy,68652.73,0.27745161,2026-08-19T16:20:12.781395+00:00,2026-08-19T16:20:12.781395+00:00,1,none
coinbase:1073147248,CONFIRM-COI-1073147248,coinbase,BTC-USD,buy,68652.74,0.18633039,2026-08-19T16:24:43.741060+00:00,2026-08-19T16:24:43.741060+00:00,1,none
coinbase:1073147247,CONFIRM-COI-1073147247,coinbase,BTC-USD,buy,68652.95,0.00764647,2026-08-19T16:29:47.609844+00:00,2026-08-19T16:29:47.609844+00:00,1,none
coinbase:1073147246,CONFIRM-COI-1073147246,coinbase,BTC-USD,buy,68655.27,0.00611717,2026-08-19T16:26:25.786965+00:00,2026-08-19T16:26:25.786965+00:00,1,none
coinbase:1073147245,CONFIRM-COI-1073147245,coinbase,BTC-USD,buy,68657.0,0.03097113,2026-08-19T16:24:12.338642+00:00,2026-08-19T16:24:12.338642+00:00,1,none
coinbase:1073147244,CONFIRM-COI-1073147244,coinbase,BTC-USD,buy,68657.01,0.02,2026-08-19T16:29:18.984626+00:00,2026-08-19T16:29:18.984626+00:00,1,none
coinbase:1073147243,CONFIRM-COI-1073147243,coinbase,BTC-USD,buy,68657.02,0.00611731,2026-08-19T16:27:53.240073+00:00,2026-08-19T16:27:53.240073+00:00,1,none
coinbase:1073147242,CONFIRM-COI-1073147242,coinbase,BTC-USD,buy,68657.02,0.02,2026-08-19T16:21:00.826563+00:00,2026-08-19T16:21:00.826563+00:00,1,none
coinbase:1073147241,CONFIRM-COI-1073147241,coinbase,BTC-USD,buy,68657.17,2.038e-05,2026-08-19T16:24:41.907767+00:00,2026-08-19T16:24:41.907767+00:00,1,none
coinbase:1073147240,CONFIRM-COI-1073147240,coinbase,BTC-USD,buy,68657.17,0.0571,2026-08-19T16:21:57.577767+00:00,2026-08-19T16:21:57.577767+00:00,1,none
coinbase:1073147239,CONFIRM-COI-1073147239,coinbase,BTC-USD,buy,68657.17,0.0002,2026-08-19T16:30:53.123423+00:00,2026-08-19T16:30:53.123423+00:00,1,none
binance:6582450824,CONFIRM-BIN-6582450824,binance,BTCUSDT,buy,68687.7,0.01,2026-08-19T16:22:45.533340+00:00,2026-08-19T16:22:45.533340+00:00,1,none
binance:6582450825,CONFIRM-BIN-6582450825,binance,BTCUSDT,buy,68687.7,0.02,2026-08-19T16:20:40.627909+00:00,2026-08-19T16:20:40.627909+00:00,1,none
coinbase:1073147252,CONFIRM-COI-1073147252,coinbase,BTC-USD,buy,68656.01,0.00075138,2026-08-19T16:17:30.576869+00:00,2026-08-19T16:17:30.576869+00:00,1,none
coinbase:1073147253,CONFIRM-COI-1073147253,coinbase,BTC-USD,sell,68657.17,1e-08,2026-08-19T16:27:24.219187+00:00,2026-08-19T16:27:24.219187+00:00,1,none
coinbase:1073147254,CONFIRM-COI-1073147254,coinbase,BTC-USD,sell,68657.17,0.00100813,2026-08-19T16:30:43.913569+00:00,2026-08-19T16:30:43.913569+00:00,1,none
binance:6582450826,CONFIRM-BIN-6582450826,binance,BTCUSDT,sell,68687.69,0.00013,2026-08-19T16:28:19.532948+00:00,2026-08-19T16:28:19.532948+00:00,1,none
binance:6582450827,CONFIRM-BIN-6582450827,binance,BTCUSDT,buy,68687.7,0.003,2026-08-19T16:25:12.452007+00:00,2026-08-19T16:25:12.452007+00:00,1,none
coinbase:1073147255,CONFIRM-COI-1073147255,coinbase,BTC-USD,sell,68657.17,1e-08,2026-08-19T16:20:55.301944+00:00,2026-08-19T16:20:55.301944+00:00,1,none
binance:6582450828,CONFIRM-BIN-6582450828,binance,BTCUSDT,sell,68687.69,0.14559,2026-08-19T16:16:46.305233+00:00,2026-08-19T16:16:46.305233+00:00,1,none
binance:6582450832,CONFIRM-BIN-6582450832,binance,BTCUSDT,sell,68687.69,0.0001,2026-08-19T16:20:59.428259+00:00,2026-08-19T16:20:59.428259+00:00,1,none
coinbase:1073147257,CONFIRM-COI-1073147257,coinbase,BTC-USD,buy,68656.05,0.1142,2026-08-19T16:16:50.395344+00:00,2026-08-19T16:16:50.395344+00:00,1,none
coinbase:1073147256,CONFIRM-COI-1073147256,coinbase,BTC-USD,buy,68656.05,0.0061174,2026-08-19T16:25:47.257146+00:00,2026-08-19T16:25:47.257146+00:00,1,none
coinbase:1073147258,CONFIRM-COI-1073147258,coinbase,BTC-USD,sell,68652.6,1e-08,2026-08-19T16:21:59.057256+00:00,2026-08-19T16:21:59.057256+00:00,1,none
coinbase:1073147259,CONFIRM-COI-1073147259,coinbase,BTC-USD,buy,68650.4,3e-08,2026-08-19T16:25:14.504124+00:00,2026-08-19T16:25:14.504124+00:00,1,none
coinbase:1073147260,CONFIRM-COI-1073147260,coinbase,BTC-USD,buy,68650.4,7e-08,2026-08-19T16:20:07.485826+00:00,2026-08-19T16:20:07.485826+00:00,1,none
coinbase:1073147261,CONFIRM-COI-1073147261,coinbase,BTC-USD,sell,68650.41,0.00690564,2026-08-19T16:27:43.332551+00:00,2026-08-19T16:27:43.332551+00:00,1,none
binance:6582450834,CONFIRM-BIN-6582450834,binance,BTCUSDT,buy,68687.7,0.00436,2026-08-19T16:19:54.920108+00:00,2026-08-19T16:19:54.920108+00:00,1,none
coinbase:1073147262,CONFIRM-COI-1073147262,coinbase,BTC-USD,buy,68650.4,6e-08,2026-08-19T16:21:05.530410+00:00,2026-08-19T16:21:05.530410+00:00,1,none
coinbase:1073147263,CONFIRM-COI-1073147263,coinbase,BTC-USD,sell,68650.41,1e-08,2026-08-19T16:18:57.303917+00:00,2026-08-19T16:18:57.303917+00:00,1,none
binance:6582450835,CONFIRM-BIN-6582450835,binance,BTCUSDT,sell,68687.69,0.00019,2026-08-20T17:48:48.332047+00:00,2026-08-20T17:48:48.332047+00:00,1,timing_breach
coinbase:1073147265,CONFIRM-COI-1073147265,coinbase,BTC-USD,buy,68650.4,0.1142,2026-08-19T16:22:54.705238+00:00,2026-08-19T16:22:54.705238+00:00,1,none
coinbase:1073147266,CONFIRM-COI-1073147266,coinbase,BTC-USD,buy,68647.18,1.7e-05,2026-08-19T16:19:17.917664+00:00,2026-08-19T16:19:17.917664+00:00,1,none
binance:6582450838,CONFIRM-BIN-6582450838,binance,BTCUSDT,sell,68687.69,0.05966,2026-08-19T16:22:25.936748+00:00,2026-08-19T16:22:25.936748+00:00,1,none
kraken:105348458,CONFIRM-KRA-105348458,kraken,XBTUSD,buy,68653.4,0.00609703,2026-08-19T16:22:32.755173+00:00,2026-08-19T16:22:32.755173+00:00,1,none
coinbase:1073147267,CONFIRM-COI-1073147267,coinbase,BTC-USD,sell,68645.28,1e-08,2026-08-19T16:24:56.180570+00:00,2026-08-19T16:24:56.180570+00:00,1,none
binance:6582450853,CONFIRM-BIN-6582450853,binance,BTCUSDT,buy,68687.7,0.50503092,2026-08-19T16:22:45.414012+00:00,2026-08-19T16:22:45.414012+00:00,1,quantity_mismatch
binance:6582450868,CONFIRM-BIN-6582450868,binance,BTCUSDT,sell,68687.69,0.00323,2026-08-19T16:27:08.008498+00:00,2026-08-19T16:27:08.008498+00:00,1,none
coinbase:1073147268,CONFIRM-COI-1073147268,coinbase,BTC-USD,sell,68645.27,1e-08,2026-08-19T16:25:58.734100+00:00,2026-08-19T16:25:58.734100+00:00,1,none
kraken:105348459,CONFIRM-KRA-105348459,kraken,XBTUSD,sell,68653.3,0.0007283,2026-08-19T16:22:32.005716+00:00,2026-08-19T16:22:32.005716+00:00,1,none
kraken:105348460,CONFIRM-KRA-105348460,kraken,XBTUSD,sell,68653.3,0.001,2026-08-19T16:17:54.343701+00:00,2026-08-19T16:17:54.343701+00:00,1,none
kraken:105348461,CONFIRM-KRA-105348461,kraken,XBTUSD,sell,68653.3,0.00364148,2026-08-19T16:30:52.296144+00:00,2026-08-19T16:30:52.296144+00:00,1,none
kraken:105348462,CONFIRM-KRA-105348462,kraken,XBTUSD,sell,68651.1,5.1e-05,2026-08-19T16:24:44.934388+00:00,2026-08-19T16:24:44.934388+00:00,1,none
kraken:105348463,CONFIRM-KRA-105348463,kraken,XBTUSD,sell,68650.5,0.00485244,2026-08-19T16:26:36.093053+00:00,2026-08-19T16:26:36.093053+00:00,1,none
kraken:105348464,CONFIRM-KRA-105348464,kraken,XBTUSD,sell,68647.7,5.1e-05,2026-08-19T16:24:24.077521+00:00,2026-08-19T16:24:24.077521+00:00,1,none
kraken:105348465,CONFIRM-KRA-105348465,kraken,XBTUSD,sell,68644.2,5.1e-05,2026-08-19T16:23:40.633604+00:00,2026-08-19T16:23:40.633604+00:00,1,none
kraken:105348466,CONFIRM-KRA-105348466,kraken,XBTUSD,sell,68644.2,0.000349,2026-08-19T16:17:13.475782+00:00,2026-08-19T16:17:13.475782+00:00,1,none
kraken:105348467,CONFIRM-KRA-105348467,kraken,XBTUSD,sell,68644.1,0.452242,2026-08-19T16:25:42.462846+00:00,2026-08-19T16:25:42.462846+00:00,1,none
kraken:105348468,CONFIRM-KRA-105348468,kraken,XBTUSD,sell,67491.88269376,0.31343378,2026-08-19T16:20:51.610638+00:00,2026-08-19T16:20:51.610638+00:00,1,price_mismatch
binance:6582450869,CONFIRM-BIN-6582450869,binance,BTCUSDT,sell,68687.69,0.00128,2026-08-19T16:19:23.044287+00:00,2026-08-19T16:19:23.044287+00:00,1,none
coinbase:1073147269,CONFIRM-COI-1073147269,coinbase,BTC-USD,sell,68645.26,1e-08,2026-08-19T16:28:47.201011+00:00,2026-08-19T16:28:47.201011+00:00,1,none
coinbase:1073147271,CONFIRM-COI-1073147271,coinbase,BTC-USD,buy,68643.96,0.00142836,2026-08-19T16:26:50.961246+00:00,2026-08-19T16:26:50.961246+00:00,1,none
coinbase:1073147270,CONFIRM-COI-1073147270,coinbase,BTC-USD,buy,68643.96,1.7e-05,2026-08-19T16:17:40.799816+00:00,2026-08-19T16:17:40.799816+00:00,1,none
coinbase:1073147272,CONFIRM-COI-1073147272,coinbase,BTC-USD,buy,68643.96,1e-08,2026-08-19T16:20:51.789389+00:00,2026-08-19T16:20:51.789389+00:00,1,none
binance:6582450870,CONFIRM-BIN-6582450870,binance,BTCUSDT,buy,68687.7,0.00241,2026-08-19T16:27:36.895005+00:00,2026-08-19T16:27:36.895005+00:00,1,none
binance:6582450871,CONFIRM-BIN-6582450871,binance,BTCUSDT,sell,69521.30427914,0.0086,2026-08-19T16:19:03.741473+00:00,2026-08-19T16:19:03.741473+00:00,1,price_mismatch
binance:6582450872,CONFIRM-BIN-6582450872,binance,BTCUSDT,sell,68687.69,0.05848,2026-08-19T16:17:45.791577+00:00,2026-08-19T16:17:45.791577+00:00,1,none
binance:6582450873,CONFIRM-BIN-6582450873,binance,BTCUSDT,sell,68687.69,0.21449,2026-08-19T16:16:38.880113+00:00,2026-08-19T16:16:38.880113+00:00,1,none
binance:6582450889,CONFIRM-BIN-6582450889,binance,BTCUSDT,sell,68687.68,8e-05,2026-08-19T16:20:34.387477+00:00,2026-08-19T16:20:34.387477+00:00,1,none
binance:6582450890,CONFIRM-BIN-6582450890,binance,BTCUSDT,sell,68685.95,0.00056,2026-08-19T16:23:07.786481+00:00,2026-08-19T16:23:07.786481+00:00,1,none
binance:6582450897,CONFIRM-BIN-6582450897,binance,BTCUSDT,sell,68685.37,0.0004,2026-08-19T16:17:33.902111+00:00,2026-08-19T16:17:33.902111+00:00,1,none
binance:6582450902,CONFIRM-BIN-6582450902,binance,BTCUSDT,sell,68685.36,0.00024,2026-08-19T16:17:00.032119+00:00,2026-08-19T16:17:00.032119+00:00,1,none
binance:6582450905,CONFIRM-BIN-6582450905,binance,BTCUSDT,sell,68684.99,0.0008,2026-08-19T16:25:56.385668+00:00,2026-08-19T16:25:56.385668+00:00,1,none
binance:6582450915,CONFIRM-BIN-6582450915,binance,BTCUSDT,sell,68684.98,0.0002,2026-08-21T19:32:31.700805+00:00,2026-08-21T19:32:31.700805+00:00,1,timing_breach
binance:6582450918,CONFIRM-BIN-6582450918,binance,BTCUSDT,sell,68684.98,0.00062,2026-08-19T16:19:00.765025+00:00,2026-08-19T16:19:00.765025+00:00,1,none
binance:6582450926,CONFIRM-BIN-6582450926,binance,BTCUSDT,sell,68684.53,0.00016,2026-08-19T16:27:53.037208+00:00,2026-08-19T16:27:53.037208+00:00,1,none
binance:6582450928,CONFIRM-BIN-6582450928,binance,BTCUSDT,sell,68682.72,8e-05,2026-08-19T16:29:15.983031+00:00,2026-08-19T16:29:15.983031+00:00,1,none
binance:6582450929,CONFIRM-BIN-6582450929,binance,BTCUSDT,sell,68682.64,0.00016,2026-08-19T16:24:46.140183+00:00,2026-08-19T16:24:46.140183+00:00,1,none
binance:6582450931,CONFIRM-BIN-6582450931,binance,BTCUSDT,sell,68682.56,0.00339,2026-08-19T16:27:13.030035+00:00,2026-08-19T16:27:13.030035+00:00,1,none
binance:6582450932,CONFIRM-BIN-6582450932,binance,BTCUSDT,sell,68682.56,0.00481,2026-08-19T16:28:36.826204+00:00,2026-08-19T16:28:36.826204+00:00,1,none
binance:6582450939,CONFIRM-BIN-6582450939,binance,BTCUSDT,sell,68682.56,0.00804,2026-08-19T16:24:07.389036+00:00,2026-08-19T16:24:07.389036+00:00,1,none
coinbase:1073147273,CONFIRM-COI-1073147273,coinbase,BTC-USD,sell,68645.27,1e-08,2026-08-21T23:57:39.692033+00:00,2026-08-21T23:57:39.692033+00:00,1,timing_breach
binance:6582450940,CONFIRM-BIN-6582450940,binance,BTCUSDT,sell,68682.56,0.01232583,2026-08-19T16:25:45.627302+00:00,2026-08-19T16:25:45.627302+00:00,1,quantity_mismatch
binance:6582450954,CONFIRM-BIN-6582450954,binance,BTCUSDT,sell,68682.55,0.00454,2026-08-19T16:18:23.132814+00:00,2026-08-19T16:18:23.132814+00:00,1,none
binance:6582450959,CONFIRM-BIN-6582450959,binance,BTCUSDT,sell,68682.54,0.00032,2026-08-19T16:26:43.914112+00:00,2026-08-19T16:26:43.914112+00:00,1,none
binance:6582450962,CONFIRM-BIN-6582450962,binance,BTCUSDT,sell,68682.17,0.00016,2026-08-19T16:30:19.241900+00:00,2026-08-19T16:30:19.241900+00:00,1,none
