trade_id_ref,clearing_ref,reported_venue,reported_symbol,reported_side,reported_price,reported_quantity,statement_date,received_at,is_synthetic,injected_break_type
coinbase:1073147327,CLEARING-COI-1073147327,coinbase,BTC-USD,buy,68634.30000000,0.01091337,2026-08-19,2026-08-19T17:50:45.201282+00:00,1,none
coinbase:1073147326,CLEARING-COI-1073147326,coinbase,BTC-USD,buy,68634.30000000,0.00002046,2026-08-22,2026-08-22T00:46:06.584423+00:00,1,timing_breach
coinbase:1073147325,CLEARING-COI-1073147325,coinbase,BTC-USD,buy,68634.30000000,0.02128519,2026-08-19,2026-08-19T22:08:11.653185+00:00,1,none
coinbase:1073147328,CLEARING-COI-1073147328,coinbase,BTC-USD,buy,68634.30000000,0.00029685,2026-08-19,2026-08-19T19:28:01.327958+00:00,1,none
binance:6582451238,CLEARING-BIN-6582451238,binance,BTCUSDT,sell,68668.14000000,0.00999000,2026-08-19,2026-08-19T19:34:58.955684+00:00,1,none
coinbase:1073147329,CLEARING-COI-1073147329,coinbase,BTC-USD,sell,68634.31000000,0.00000002,2026-08-19,2026-08-19T17:34:59.574687+00:00,1,quantity_mismatch
coinbase:1073147330,CLEARING-COI-1073147330,coinbase,BTC-USD,sell,68634.31000000,0.00020728,2026-08-19,2026-08-19T18:48:09.025356+00:00,1,none
coinbase:1073147331,CLEARING-COI-1073147331,coinbase,BTC-USD,sell,68634.31000000,0.00000001,2026-08-19,2026-08-19T18:20:06.514819+00:00,1,none
coinbase:1073147332,CLEARING-COI-1073147332,coinbase,BTC-USD,buy,68634.30000000,0.00000001,2026-08-19,2026-08-19T22:08:45.436863+00:00,1,none
binance:6582451239,CLEARING-BIN-6582451239,binance,BTCUSDT,sell,68668.14000000,0.00153000,2026-08-19,2026-08-19T17:15:04.955892+00:00,1,none
coinbase:1073147333,CLEARING-COI-1073147333,coinbase,BTC-USD,buy,68634.30000000,0.00000008,2026-08-19,2026-08-19T19:12:46.123666+00:00,1,none
coinbase:1073147334,CLEARING-COI-1073147334,coinbase,BTC-USD,sell,68634.31000000,0.00000001,2026-08-19,2026-08-19T21:11:23.609733+00:00,1,none
coinbase:1073147335,CLEARING-COI-1073147335,coinbase,BTC-USD,sell,68634.31000000,0.00000001,2026-08-19,2026-08-19T21:12:03.142725+00:00,1,none
binance:6582451240,CLEARING-BIN-6582451240,binance,BTCUSDT,sell,68668.14000000,0.00025000,2026-08-19,2026-08-19T19:06:02.860529+00:00,1,none
coinbase:1073147336,CLEARING-COI-1073147336,coinbase,BTC-USD,sell,68634.31000000,0.00521995,2026-08-19,2026-08-19T17:32:14.437478+00:00,1,none
coinbase:1073147337,CLEARING-COI-1073147337,coinbase,BTC-USD,sell,68634.31000000,0.00000001,2026-08-19,2026-08-19T17:14:35.355156+00:00,1,none
binance:6582451241,CLEARING-BIN-6582451241,binance,BTCUSDT,buy,68668.15000000,0.00276000,2026-08-19,2026-08-19T19:22:48.390974+00:00,1,none
coinbase:1073147338,CLEARING-COI-1073147338,coinbase,BTC-USD,buy,68634.30000000,0.00000006,2026-08-19,2026-08-19T22:11:46.559462+00:00,1,none
binance:6582451242,CLEARING-BIN-6582451242,binance,BTCUSDT,buy,68668.15000000,0.00016308,2026-08-19,2026-08-19T17:15:22.619917+00:00,1,quantity_mismatch
binance:6582451243,CLEARING-BIN-6582451243,binance,BTCUSDT,buy,68668.15000000,0.00072000,2026-08-19,2026-08-19T21:47:56.841827+00:00,1,none
binance:6582451244,CLEARING-BIN-6582451244,binance,BTCUSDT,sell,68668.14000000,0.01630000,2026-08-19,2026-08-19T19:49:36.629130+00:00,1,none
coinbase:1073147339,CLEARING-COI-1073147339,coinbase,BTC-USD,buy,68634.30000000,0.00000006,2026-08-19,2026-08-19T20:55:25.479412+00:00,1,none
binance:6582451245,CLEARING-BIN-6582451245,binance,BTCUSDT,sell,68668.14000000,0.14563000,2026-08-19,2026-08-19T17:47:34.747079+00:00,1,none
binance:6582451256,CLEARING-BIN-6582451256,binance,BTCUSDT,sell,68668.14000000,0.02240000,2026-08-19,2026-08-19T19:48:58.386145+00:00,1,none
binance:6582451257,CLEARING-BIN-6582451257,binance,BTCUSDT,sell,69814.80989177,0.39511000,2026-08-19,2026-08-19T19:29:15.010612+00:00,1,price_mismatch
binance:6582451291,CLEARING-BIN-6582451291,binance,BTCUSDT,sell,68668.13000000,0.00064000,2026-08-19,2026-08-19T18:00:17.321387+00:00,1,none
binance:6582451299,CLEARING-BIN-6582451299,binance,BTCUSDT,sell,68667.09000000,0.00020000,2026-08-19,2026-08-19T17:37:01.497599+00:00,1,none
binance:6582451302,CLEARING-BIN-6582451302,binance,BTCUSDT,sell,68667.09000000,0.00040000,2026-08-19,2026-08-19T20:17:34.819142+00:00,1,none
binance:6582451308,CLEARING-BIN-6582451308,binance,BTCUSDT,sell,68667.09000000,0.00020000,2026-08-19,2026-08-19T17:27:10.529102+00:00,1,none
binance:6582451311,CLEARING-BIN-6582451311,binance,BTCUSDT,sell,68667.09000000,0.00020000,2026-08-19,2026-08-19T18:21:08.069859+00:00,1,none
binance:6582451315,CLEARING-BIN-6582451315,binance,BTCUSDT,sell,68667.09000000,0.00030000,2026-08-19,2026-08-19T21:45:26.332304+00:00,1,none
binance:6582451319,CLEARING-BIN-6582451319,binance,BTCUSDT,sell,68667.09000000,0.00131000,2026-08-19,2026-08-19T16:55:34.992180+00:00,1,none
binance:6582451335,CLEARING-BIN-6582451335,binance,BTCUSDT,sell,68667.08000000,0.00064000,2026-08-19,2026-08-19T19:28:54.223456+00:00,1,none
binance:6582451343,CLEARING-BIN-6582451343,binance,BTCUSDT,sell,68666.57000000,0.00017000,2026-08-19,2026-08-19T20:03:49.877203+00:00,1,none
binance:6582451345,CLEARING-BIN-6582451345,binance,BTCUSDT,sell,68665.97000000,0.00009000,2026-08-19,2026-08-19T19:24:45.449928+00:00,1,none
binance:6582451346,CLEARING-BIN-6582451346,binance,BTCUSDT,sell,68665.83000000,0.00024000,2026-08-19,2026-08-19T18:11:18.477448+00:00,1,none
binance:6582451349,CLEARING-BIN-6582451349,binance,BTCUSDT,sell,68665.82000000,0.00064000,2026-08-19,2026-08-19T22:07:42.152218+00:00,1,none
binance:6582451357,CLEARING-BIN-6582451357,binance,BTCUSDT,sell,68665.78000000,0.00024000,2026-08-19,2026-08-19T18:49:21.232876+00:00,1,none
binance:6582451360,CLEARING-BIN-6582451360,binance,BTCUSDT,sell,68665.77000000,0.00024000,2026-08-19,2026-08-19T16:51:59.221594+00:00,1,none
binance:6582451363,CLEARING-BIN-6582451363,binance,BTCUSDT,sell,68665.75000000,0.00032000,2026-08-19,2026-08-19T19:58:08.588039+00:00,1,none
binance:6582451367,CLEARING-BIN-6582451367,binance,BTCUSDT,sell,68665.72000000,0.00024000,2026-08-19,2026-08-19T19:18:20.499564+00:00,1,none
binance:6582451370,CLEARING-BIN-6582451370,binance,BTCUSDT,sell,68665.71000000,0.00008000,2026-08-19,2026-08-19T18:44:08.061212+00:00,1,none
binance:6582451371,CLEARING-BIN-6582451371,binance,BTCUSDT,sell,68665.66000000,0.01015925,2026-08-19,2026-08-19T17:02:16.384034+00:00,1,quantity_mismatch
binance:6582451373,CLEARING-BIN-6582451373,binance,BTCUSDT,sell,68665.65000000,0.00040000,2026-08-19,2026-08-19T20:17:02.970201+00:00,1,none
binance:6582451378,CLEARING-BIN-6582451378,binance,BTCUSDT,sell,68665.64000000,0.00013934,2026-08-19,2026-08-19T20:58:32.678707+00:00,1,quantity_mismatch
binance:6582451379,CLEARING-BIN-6582451379,binance,BTCUSDT,sell,68665.52000000,0.00024000,2026-08-19,2026-08-19T17:41:21.120230+00:00,1,none
binance:6582451382,CLEARING-BIN-6582451382,binance,BTCUSDT,sell,68665.51000000,0.04150000,2026-08-19,2026-08-19T18:30:32.795564+00:00,1,none
binance:6582451384,CLEARING-BIN-6582451384,binance,BTCUSDT,sell,68665.51000000,0.00130000,2026-08-19,2026-08-19T21:10:09.404684+00:00,1,none
binance:6582451400,CLEARING-BIN-6582451400,binance,BTCUSDT,sell,68665.50000000,0.00058000,2026-08-19,2026-08-19T20:36:31.593739+00:00,1,none
binance:6582451405,CLEARING-BIN-6582451405,binance,BTCUSDT,sell,68665.50000000,0.04150000,2026-08-19,2026-08-19T19:42:33.359400+00:00,1,none
binance:6582451406,CLEARING-BIN-6582451406,binance,BTCUSDT,sell,68665.50000000,0.00040000,2026-08-19,2026-08-19T17:33:37.444749+00:00,1,none
binance:6582451407,CLEARING-BIN-6582451407,binance,BTCUSDT,sell,68665.50000000,0.03243000,2026-08-19,2026-08-19T18:19:03.910649+00:00,1,none
binance:6582451416,CLEARING-BIN-6582451416,binance,BTCUSDT,sell,68665.49000000,0.00024000,2026-08-19,2026-08-19T19:02:09.330189+00:00,1,none
binance:6582451419,CLEARING-BIN-6582451419,binance,BTCUSDT,sell,68665.39000000,0.00024000,2026-08-19,2026-08-19T17:39:59.816021+00:00,1,none
binance:6582451422,CLEARING-BIN-6582451422,binance,BTCUSDT,sell,68665.38000000,0.04008000,2026-08-19,2026-08-19T19:32:18.820283+00:00,1,none
binance:6582451424,CLEARING-BIN-6582451424,binance,BTCUSDT,sell,68665.29000000,0.00008000,2026-08-19,2026-08-19T21:08:34.952413+00:00,1,none
coinbase:1073147340,CLEARING-COI-1073147340,coinbase,BTC-USD,sell,68634.31000000,0.00003187,2026-08-19,2026-08-19T20:33:46.970808+00:00,1,none
coinbase:1073147346,CLEARING-COI-1073147346,coinbase,BTC-USD,sell,68638.33000000,0.06576109,2026-08-19,2026-08-19T21:25:24.026698+00:00,1,none
coinbase:1073147345,CLEARING-COI-1073147345,coinbase,BTC-USD,sell,68636.03000000,0.00611938,2026-08-19,2026-08-19T20:37:56.690442+00:00,1,none
coinbase:1073147344,CLEARING-COI-1073147344,coinbase,BTC-USD,sell,68634.31000000,0.00003028,2026-08-19,2026-08-19T19:03:55.301551+00:00,1,none
coinbase:1073147343,CLEARING-COI-1073147343,coinbase,BTC-USD,sell,68634.31000000,0.01234489,2026-08-19,2026-08-19T17:24:39.845541+00:00,1,none
coinbase:1073147342,CLEARING-COI-1073147342,coinbase,BTC-USD,sell,68634.31000000,0.00012768,2026-08-19,2026-08-19T16:51:55.957759+00:00,1,none
coinbase:1073147341,CLEARING-COI-1073147341,coinbase,BTC-USD,sell,68634.31000000,0.00161101,2026-08-19,2026-08-19T20:34:14.649584+00:00,1,none
binance:6582451425,CLEARING-BIN-6582451425,binance,BTCUSDT,sell,68664.70000000,0.00107000,2026-08-19,2026-08-19T19:12:02.216573+00:00,1,none
binance:6582451438,CLEARING-BIN-6582451438,binance,BTCUSDT,sell,68664.69000000,0.00056000,2026-08-19,2026-08-19T19:38:49.643965+00:00,1,none
binance:6582451445,CLEARING-BIN-6582451445,binance,BTCUSDT,sell,68664.39000000,0.00109000,2026-08-19,2026-08-19T17:43:01.553761+00:00,1,none
coinbase:1073147349,CLEARING-COI-1073147349,coinbase,BTC-USD,buy,68634.30000000,0.01811717,2026-08-19,2026-08-19T20:51:52.192411+00:00,1,none
coinbase:1073147348,CLEARING-COI-1073147348,coinbase,BTC-USD,sell,68634.30000000,0.07096437,2026-08-19,2026-08-19T17:28:40.426802+00:00,1,side_mismatch
coinbase:1073147347,CLEARING-COI-1073147347,coinbase,BTC-USD,buy,68634.30000000,0.06730126,2026-08-19,2026-08-19T20:33:15.213846+00:00,1,none
coinbase:1073147350,CLEARING-COI-1073147350,coinbase,BTC-USD,buy,68634.30000000,0.00019967,2026-08-19,2026-08-19T17:55:26.732822+00:00,1,none
coinbase:1073147351,CLEARING-COI-1073147351,coinbase,BTC-USD,buy,68634.30000000,0.00043804,2026-08-19,2026-08-19T19:06:23.021500+00:00,1,none
coinbase:1073147352,CLEARING-COI-1073147352,coinbase,BTC-USD,buy,68634.30000000,0.00053319,2026-08-19,2026-08-19T17:23:03.981695+00:00,1,none
coinbase:1073147354,CLEARING-COI-1073147354,coinbase,BTC-USD,buy,68634.30000000,0.00022282,2026-08-19,2026-08-19T19:08:30.586215+00:00,1,none
coinbase:1073147355,CLEARING-COI-1073147355,coinbase,BTC-USD,buy,68634.30000000,0.00017738,2026-08-19,2026-08-19T16:57:01.182382+00:00,1,none
coinbase:1073147356,CLEARING-COI-1073147356,coinbase,BTC-USD,buy,68634.30000000,0.00023041,2026-08-19,2026-08-19T20:01:56.775253+00:00,1,none
coinbase:1073147357,CLEARING-COI-1073147357,coinbase,BTC-USD,buy,68634.30000000,0.00035243,2026-08-19,2026-08-19T21:46:00.767598+00:00,1,none
coinbase:1073147358,CLEARING-COI-1073147358,coinbase,BTC-USD,buy,68172.30397461,0.00016334,2026-08-19,2026-08-19T20:55:11.983087+00:00,1,price_mismatch
coinbase:1073147359,CLEARING-COI-1073147359,coinbase,BTC-USD,buy,68634.30000000,0.00024970,2026-08-19,2026-08-19T21:49:49.829816+00:00,1,none
coinbase:1073147360,CLEARING-COI-1073147360,coinbase,BTC-USD,buy,68634.30000000,0.00073707,2026-08-19,2026-08-19T21:43:35.153710+00:00,1,none
coinbase:1073147361,CLEARING-COI-1073147361,coinbase,BTC-USD,buy,68634.30000000,0.00122211,2026-08-19,2026-08-19T18:42:12.257959+00:00,1,none
coinbase:1073147367,CLEARING-COI-1073147367,coinbase,BTC-USD,buy,68630.00000000,0.01000000,2026-08-22,2026-08-22T13:28:42.704079+00:00,1,timing_breach
coinbase:1073147366,CLEARING-COI-1073147366,coinbase,BTC-USD,buy,68630.99000000,0.00000110,2026-08-19,2026-08-19T18:40:59.055148+00:00,1,none
coinbase:1073147365,CLEARING-COI-1073147365,coinbase,BTC-USD,buy,68631.00000000,0.00000350,2026-08-19,2026-08-19T19:31:24.453044+00:00,1,none
coinbase:1073147364,CLEARING-COI-1073147364,coinbase,BTC-USD,buy,68631.01000000,0.00000110,2026-08-19,2026-08-19T18:05:59.977560+00:00,1,none
coinbase:1073147363,CLEARING-COI-1073147363,coinbase,BTC-USD,buy,68631.08000000,0.00001700,2026-08-19,2026-08-19T17:18:54.184176+00:00,1,none
coinbase:1073147362,CLEARING-COI-1073147362,coinbase,BTC-USD,buy,68631.09000000,0.00004997,2026-08-19,2026-08-19T16:50:48.780990+00:00,1,none
coinbase:1073147368,CLEARING-COI-1073147368,coinbase,BTC-USD,sell,68627.87000000,0.00004595,2026-08-19,2026-08-19T17:49:24.585400+00:00,1,none
binance:6582451458,CLEARING-BIN-6582451458,binance,BTCUSDT,sell,68664.38000000,0.09255000,2026-08-19,2026-08-19T21:43:44.857772+00:00,1,none
binance:6582451478,CLEARING-BIN-6582451478,binance,BTCUSDT,sell,68664.37000000,0.00005000,2026-08-19,2026-08-19T22:07:28.866097+00:00,1,none
binance:6582451479,CLEARING-BIN-6582451479,binance,BTCUSDT,sell,68664.37000000,0.00083000,2026-08-21,2026-08-21T16:28:16.927970+00:00,1,timing_breach
binance:6582451490,CLEARING-BIN-6582451490,binance,BTCUSDT,sell,68664.36000000,0.00008000,2026-08-19,2026-08-19T18:47:07.952908+00:00,1,none
binance:6582451491,CLEARING-BIN-6582451491,binance,BTCUSDT,sell,68664.00000000,0.00008000,2026-08-19,2026-08-19T19:11:17.368418+00:00,1,none
binance:6582451492,CLEARING-BIN-6582451492,binance,BTCUSDT,sell,68663.46000000,0.00009000,2026-08-19,2026-08-19T17:45:52.786045+00:00,1,none
binance:6582451493,CLEARING-BIN-6582451493,binance,BTCUSDT,sell,68663.34000000,0.00017000,2026-08-19,2026-08-19T18:51:28.363123+00:00,1,none
binance:6582451495,CLEARING-BIN-6582451495,binance,BTCUSDT,sell,68662.01000000,0.00024000,2026-08-19,2026-08-19T18:01:17.558409+00:00,1,none
binance:6582451498,CLEARING-BIN-6582451498,binance,BTCUSDT,buy,68662.00000000,0.05721000,2026-08-19,2026-08-19T22:11:07.317457+00:00,1,side_mismatch
binance:6582451499,CLEARING-BIN-6582451499,binance,BTCUSDT,sell,68662.00000000,0.00020000,2026-08-19,2026-08-19T17:22:36.248992+00:00,1,none
binance:6582451502,CLEARING-BIN-6582451502,binance,BTCUSDT,sell,68662.00000000,0.00040000,2026-08-19,2026-08-19T20:57:45.007852+00:00,1,none
binance:6582451508,CLEARING-BIN-6582451508,binance,BTCUSDT,sell,68662.00000000,0.00030000,2026-08-19,2026-08-19T19:50:03.206032+00:00,1,none
binance:6582451512,CLEARING-BIN-6582451512,binance,BTCUSDT,sell,68165.28585814,0.00020000,2026-08-19,2026-08-19T18:53:10.657114+00:00,1,price_mismatch
binance:6582451515,CLEARING-BIN-6582451515,binance,BTCUSDT,sell,68662.00000000,0.00020000,2026-08-19,2026-08-19T20:49:08.244553+00:00,1,none
binance:6582451518,CLEARING-BIN-6582451518,binance,BTCUSDT,sell,68661.99000000,0.00056000,2026-08-19,2026-08-19T21:23:45.576482+00:00,1,none
binance:6582451525,CLEARING-BIN-6582451525,binance,BTCUSDT,sell,68661.76000000,0.00018000,2026-08-19,2026-08-19T19:00:36.178966+00:00,1,none
binance:6582451526,CLEARING-BIN-6582451526,binance,BTCUSDT,sell,68661.29000000,0.00017000,2026-08-19,2026-08-19T19:07:25.631944+00:00,1,none
binance:6582451527,CLEARING-BIN-6582451527,binance,BTCUSDT,sell,68661.28000000,0.00156000,2026-08-19,2026-08-19T21:41:28.133011+00:00,1,none
binance:6582451529,CLEARING-BIN-6582451529,binance,BTCUSDT,sell,68660.22000000,0.00155000,2026-08-19,2026-08-19T21:56:05.840634+00:00,1,none
binance:6582451548,CLEARING-BIN-6582451548,binance,BTCUSDT,sell,68660.21000000,0.00072000,2026-08-19,2026-08-19T16:50:25.176721+00:00,1,none
binance:6582451557,CLEARING-BIN-6582451557,binance,BTCUSDT,sell,68660.13000000,0.00016000,2026-08-19,2026-08-19T20:27:59.507472+00:00,1,none
binance:6582451559,CLEARING-BIN-6582451559,binance,BTCUSDT,sell,68660.11000000,0.00008000,2026-08-19,2026-08-19T19:38:40.732051+00:00,1,none
binance:6582451560,CLEARING-BIN-6582451560,binance,BTCUSDT,sell,68659.54000000,0.00009000,2026-08-19,2026-08-19T17:25:32.530309+00:00,1,none
binance:6582451561,CLEARING-BIN-6582451561,binance,BTCUSDT,sell,68659.45000000,0.00032000,2026-08-19,2026-08-19T20:35:33.751898+00:00,1,none
coinbase:1073147371,CLEARING-COI-1073147371,coinbase,BTC-USD,buy,68624.64000000,0.00001700,2026-08-19,2026-08-19T20:50:52.405877+00:00,1,none
coinbase:1073147370,CLEARING-COI-1073147370,coinbase,BTC-USD,buy,68625.00000000,0.01000000,2026-08-19,2026-08-19T17:41:52.768698+00:00,1,none
coinbase:1073147369,CLEARING-COI-1073147369,coinbase,BTC-USD,buy,68627.86000000,0.00001700,2026-08-19,2026-08-19T17:51:53.959550+00:00,1,none
coinbase:1073147372,CLEARING-COI-1073147372,coinbase,BTC-USD,buy,68622.42000000,0.00000010,2026-08-19,2026-08-19T21:24:43.998435+00:00,1,none
coinbase:1073147373,CLEARING-COI-1073147373,coinbase,BTC-USD,sell,68623.75000000,0.00000001,2026-08-19,2026-08-19T18:03:03.154554+00:00,1,none
binance:6582451565,CLEARING-BIN-6582451565,binance,BTCUSDT,sell,68659.22000000,0.00010000,2026-08-19,2026-08-19T19:30:54.861221+00:00,1,none
coinbase:1073147374,CLEARING-COI-1073147374,coinbase,BTC-USD,sell,68623.08000000,0.00000001,2026-08-19,2026-08-19T20:58:58.757283+00:00,1,none
binance:6582451567,CLEARING-BIN-6582451567,binance,BTCUSDT,sell,68659.22000000,0.22071000,2026-08-19,2026-08-19T20:55:47.323286+00:00,1,none
binance:6582451593,CLEARING-BIN-6582451593,binance,BTCUSDT,sell,68659.21000000,0.00064000,2026-08-19,2026-08-19T21:57:28.381167+00:00,1,none
binance:6582451601,CLEARING-BIN-6582451601,binance,BTCUSDT,sell,68658.00000000,0.00030000,2026-08-19,2026-08-19T20:26:12.731800+00:00,1,none
binance:6582451605,CLEARING-BIN-6582451605,binance,BTCUSDT,sell,68658.00000000,0.00052000,2026-08-19,2026-08-19T22:12:05.486394+00:00,1,none
binance:6582451612,CLEARING-BIN-6582451612,binance,BTCUSDT,sell,68657.80000000,0.00016000,2026-08-19,2026-08-19T17:34:50.534165+00:00,1,none
binance:6582451614,CLEARING-BIN-6582451614,binance,BTCUSDT,sell,68657.49000000,0.00011000,2026-08-19,2026-08-19T17:26:31.890190+00:00,1,none
binance:6582451615,CLEARING-BIN-6582451615,binance,BTCUSDT,sell,68657.05000000,0.00008000,2026-08-19,2026-08-19T18:02:22.798501+00:00,1,none
binance:6582451616,CLEARING-BIN-6582451616,binance,BTCUSDT,sell,68656.92000000,0.00009000,2026-08-19,2026-08-19T16:56:01.052663+00:00,1,none
binance:6582451617,CLEARING-BIN-6582451617,binance,BTCUSDT,sell,68656.88000000,0.00017000,2026-08-19,2026-08-19T21:20:12.713879+00:00,1,none
binance:6582451619,CLEARING-BIN-6582451619,binance,BTCUSDT,sell,68656.81000000,0.00024000,2026-08-19,2026-08-19T16:55:02.154982+00:00,1,none
binance:6582451622,CLEARING-BIN-6582451622,binance,BTCUSDT,sell,68656.80000000,0.05693000,2026-08-19,2026-08-19T20:05:43.288697+00:00,1,none
binance:6582451623,CLEARING-BIN-6582451623,binance,BTCUSDT,sell,68656.80000000,0.00020000,2026-08-19,2026-08-19T18:26:07.028702+00:00,1,none
binance:6582451626,CLEARING-BIN-6582451626,binance,BTCUSDT,sell,68656.80000000,0.00020000,2026-08-19,2026-08-19T20:57:03.921587+00:00,1,none
binance:6582451629,CLEARING-BIN-6582451629,binance,BTCUSDT,sell,68656.79000000,0.00008000,2026-08-19,2026-08-19T19:37:47.515476+00:00,1,none
binance:6582451630,CLEARING-BIN-6582451630,binance,BTCUSDT,sell,68656.07000000,0.00016000,2026-08-19,2026-08-19T19:19:59.759231+00:00,1,none
binance:6582451632,CLEARING-BIN-6582451632,binance,BTCUSDT,sell,68655.79000000,0.00024000,2026-08-19,2026-08-19T19:30:30.928076+00:00,1,none
binance:6582451635,CLEARING-BIN-6582451635,binance,BTCUSDT,sell,68655.78000000,0.00008000,2026-08-19,2026-08-19T19:45:12.801672+00:00,1,none
binance:6582451636,CLEARING-BIN-6582451636,binance,BTCUSDT,sell,68655.58000000,0.00024000,2026-08-19,2026-08-19T19:44:35.000942+00:00,1,none
binance:6582451642,CLEARING-BIN-6582451642,binance,BTCUSDT,sell,68655.39000000,0.00016000,2026-08-19,2026-08-19T22:13:08.615998+00:00,1,none
binance:6582451644,CLEARING-BIN-6582451644,binance,BTCUSDT,sell,68655.07000000,0.00024000,2026-08-19,2026-08-19T17:25:31.383350+00:00,1,none
binance:6582451647,CLEARING-BIN-6582451647,binance,BTCUSDT,sell,68654.83000000,0.00018000,2026-08-19,2026-08-19T21:27:39.438928+00:00,1,none
binance:6582451648,CLEARING-BIN-6582451648,binance,BTCUSDT,sell,68654.40000000,0.00016000,2026-08-19,2026-08-19T16:58:04.954155+00:00,1,none
binance:6582451650,CLEARING-BIN-6582451650,binance,BTCUSDT,sell,68654.24000000,0.00024000,2026-08-19,2026-08-19T20:23:48.866334+00:00,1,none
binance:6582451653,CLEARING-BIN-6582451653,binance,BTCUSDT,sell,68654.23000000,0.04298000,2026-08-19,2026-08-19T21:38:09.592535+00:00,1,none
binance:6582451654,CLEARING-BIN-6582451654,binance,BTCUSDT,sell,68654.23000000,0.00079000,2026-08-19,2026-08-19T19:08:20.014134+00:00,1,none
binance:6582451656,CLEARING-BIN-6582451656,binance,BTCUSDT,sell,68654.00000000,0.00008000,2026-08-19,2026-08-19T18:54:36.321718+00:00,1,none
binance:6582451657,CLEARING-BIN-6582451657,binance,BTCUSDT,sell,68653.91000000,0.00011000,2026-08-19,2026-08-19T19:53:55.861428+00:00,1,none
binance:6582451658,CLEARING-BIN-6582451658,binance,BTCUSDT,sell,68653.70000000,0.00366000,2026-08-19,2026-08-19T19:48:57.449194+00:00,1,none
binance:6582451660,CLEARING-BIN-6582451660,binance,BTCUSDT,sell,68653.65000000,0.00017000,2026-08-19,2026-08-19T19:21:14.931915+00:00,1,none
binance:6582451662,CLEARING-BIN-6582451662,binance,BTCUSDT,sell,68653.36000000,0.00017000,2026-08-19,2026-08-19T17:37:47.484948+00:00,1,none
binance:6582451664,CLEARING-BIN-6582451664,binance,BTCUSDT,sell,68653.28000000,0.00008048,2026-08-19,2026-08-19T20:09:47.934592+00:00,1,quantity_mismatch
binance:6582451665,CLEARING-BIN-6582451665,binance,BTCUSDT,sell,68653.13000000,0.00024000,2026-08-19,2026-08-19T22:08:52.631301+00:00,1,none
binance:6582451668,CLEARING-BIN-6582451668,binance,BTCUSDT,sell,68653.12000000,0.00008000,2026-08-19,2026-08-19T16:55:29.839335+00:00,1,none
binance:6582451669,CLEARING-BIN-6582451669,binance,BTCUSDT,sell,69813.46762559,0.00025000,2026-08-19,2026-08-19T21:13:21.686866+00:00,1,price_mismatch
binance:6582451672,CLEARING-BIN-6582451672,binance,BTCUSDT,sell,68652.28000000,0.00009000,2026-08-19,2026-08-19T20:58:43.372603+00:00,1,none
binance:6582451673,CLEARING-BIN-6582451673,binance,BTCUSDT,sell,68652.28000000,0.02081000,2026-08-19,2026-08-19T18:51:47.889879+00:00,1,none
binance:6582451685,CLEARING-BIN-6582451685,binance,BTCUSDT,sell,68652.27000000,0.00138000,2026-08-19,2026-08-19T22:13:33.064350+00:00,1,none
coinbase:1073147378,CLEARING-COI-1073147378,coinbase,BTC-USD,buy,68621.00000000,1.00000000,2026-08-19,2026-08-19T17:04:50.282819+00:00,1,none
coinbase:1073147377,CLEARING-COI-1073147377,coinbase,BTC-USD,buy,68621.42000000,0.03386595,2026-08-19,2026-08-19T18:03:38.105082+00:00,1,none
coinbase:1073147376,CLEARING-COI-1073147376,coinbase,BTC-USD,buy,68621.42000000,0.03006339,2026-08-19,2026-08-19T17:14:14.434117+00:00,1,none
coinbase:1073147375,CLEARING-COI-1073147375,coinbase,BTC-USD,buy,68621.42000000,0.00001700,2026-08-19,2026-08-19T21:32:57.598955+00:00,1,none
kraken:105348474,CLEARING-KRA-105348474,kraken,XBTUSD,buy,68639.70000000,0.00263014,2026-08-19,2026-08-19T17:42:14.218487+00:00,1,side_mismatch
kraken:105348475,CLEARING-KRA-105348475,kraken,XBTUSD,sell,68639.70000000,0.00812356,2026-08-19,2026-08-19T16:58:32.666420+00:00,1,none
coinbase:1073147380,CLEARING-COI-1073147380,coinbase,BTC-USD,buy,68620.00000000,0.01502973,2026-08-19,2026-08-19T19:05:37.559002+00:00,1,none
coinbase:1073147379,CLEARING-COI-1073147379,coinbase,BTC-USD,buy,68620.00000000,0.01000000,2026-08-19,2026-08-19T19:05:11.810850+00:00,1,none
coinbase:1073147381,CLEARING-COI-1073147381,coinbase,BTC-USD,buy,67937.21252648,0.00001700,2026-08-19,2026-08-19T22:11:30.745788+00:00,1,price_mismatch
kraken:105348476,CLEARING-KRA-105348476,kraken,XBTUSD,sell,68639.70000000,0.08447917,2026-08-19,2026-08-19T18:55:00.561357+00:00,1,none
kraken:105348477,CLEARING-KRA-105348477,kraken,XBTUSD,sell,68639.70000000,0.00072845,2026-08-19,2026-08-19T21:12:57.471761+00:00,1,none
coinbase:1073147382,CLEARING-COI-1073147382,coinbase,BTC-USD,buy,68616.70000000,0.01003970,2026-08-21,2026-08-21T08:23:47.785726+00:00,1,timing_breach
coinbase:1073147383,CLEARING-COI-1073147383,coinbase,BTC-USD,buy,68616.70000000,0.01003970,2026-08-19,2026-08-19T20:58:37.705823+00:00,1,none
coinbase:1073147388,CLEARING-COI-1073147388,coinbase,BTC-USD,buy,68614.98000000,0.00001700,2026-08-19,2026-08-19T20:09:06.203832+00:00,1,none
