break_reference,venue,symbol,stage,break_category_code,has_timing_issue,origin_date,status,resolved_date,age_days_or_final,escalation_tier,financial_impact_usd
binance:6582459778|confirm,binance,BTCUSDT,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582459818|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582459858|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582459859|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582459937|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582459991|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582459998|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460033|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460048|confirm,binance,BTCUSDT,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460051|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460066|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460101|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582460102|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460117|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460153|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460172|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460200|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460206|confirm,binance,BTCUSDT,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,0.00337144
binance:6582460228|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460230|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460242|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582460243|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460247|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460253|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460275|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460278|confirm,binance,BTCUSDT,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582460286|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460330|clearing,binance,BTCUSDT,clearing,TIMING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460330|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460332|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582460332|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460335|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460339|confirm,binance,BTCUSDT,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460351|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460400|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460409|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582460410|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460437|clearing,binance,BTCUSDT,clearing,TIMING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460437|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460452|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460467|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582460477|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460523|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,0.60103100
binance:6582460535|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460602|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582460621|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460664|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,0.00219776
binance:6582460668|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460671|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460694|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460695|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460710|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460715|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460728|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582460729|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460807|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460830|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460903|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582460903|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582460989|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582460989|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461070|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461076|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461079|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461082|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461083|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461105|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461107|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461110|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461112|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461117|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461217|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461227|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461271|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461271|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461295|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461324|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461326|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461327|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461330|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461393|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461396|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461441|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461545|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461557|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461560|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461562|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461588|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461588|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461621|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461622|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461627|clearing,binance,BTCUSDT,clearing,TIMING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461656|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461670|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461674|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461682|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461685|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461697|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461699|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461705|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,0.01210188
binance:6582461715|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461716|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461716|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461718|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,0.00167962
binance:6582461722|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461730|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461779|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461783|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461791|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461809|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461809|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461842|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461854|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461855|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582461897|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461898|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,-0.00356230
binance:6582461943|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461963|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461983|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582461983|confirm,binance,BTCUSDT,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461997|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582461998|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462041|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462095|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462140|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462146|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462166|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462175|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462194|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462207|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462236|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462285|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462343|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462380|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462384|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462385|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462397|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462398|confirm,binance,BTCUSDT,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462419|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462422|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462433|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462434|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462435|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,0.03996173
binance:6582462436|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462437|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462438|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462457|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462466|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462471|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462540|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462542|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462543|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462572|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462590|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462599|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462625|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462636|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462641|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462659|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462675|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462702|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462722|confirm,binance,BTCUSDT,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462723|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462727|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,0.00287638
binance:6582462737|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462749|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462752|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462775|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582462782|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462788|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462794|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462807|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462877|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462913|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582462961|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582462964|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582463084|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582463089|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582463132|confirm,binance,BTCUSDT,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582463135|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,0.01863625
binance:6582463196|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582463202|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582463209|confirm,binance,BTCUSDT,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582463225|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582463263|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582463266|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582463394|confirm,binance,BTCUSDT,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582463396|clearing,binance,BTCUSDT,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
binance:6582463507|clearing,binance,BTCUSDT,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582463543|confirm,binance,BTCUSDT,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582463570|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582463578|clearing,binance,BTCUSDT,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582463581|clearing,binance,BTCUSDT,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
binance:6582463624|confirm,binance,BTCUSDT,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
binance:6582463626|clearing,binance,BTCUSDT,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
