trade_id_ref,expected_settle_date,actual_settle_date,settlement_status,settlement_amount,currency
binance:6582452771,2026-08-20,2026-08-19,settled,686.79,USD
binance:6582452772,2026-08-20,2026-08-19,settled,206.04,USD
binance:6582452781,2026-08-20,2026-08-19,settled,19872.18,USD
binance:6582452799,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582452802,2026-08-20,2026-08-19,settled,28.85,USD
binance:6582452807,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582452814,2026-08-20,2026-08-19,settled,27.47,USD
binance:6582452819,2026-08-20,2026-08-19,settled,30.22,USD
binance:6582452820,2026-08-24,2026-08-21,settled,10.99,USD
binance:6582452822,2026-08-20,2026-08-19,settled,7.55,USD
binance:6582452823,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582452824,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582452827,2026-08-20,2026-08-19,settled,50.82,USD
binance:6582452836,2026-08-20,2026-08-19,settled,851.66,USD
binance:6582452837,2026-08-20,2026-08-19,settled,46.02,USD
binance:6582452845,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582452848,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582452851,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582452852,2026-08-20,2026-08-19,settled,27.47,USD
binance:6582452857,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582452860,2026-08-20,2026-08-19,settled,30.91,USD
coinbase:1073147528,2026-08-20,2026-08-19,settled,0.03,USD
coinbase:1073147529,2026-08-20,2026-08-19,settled,56.95,USD
binance:6582452861,2026-08-20,2026-08-19,settled,17.17,USD
binance:6582452862,2026-08-20,2026-08-19,settled,20345.14,USD
binance:6582452864,2026-08-20,2026-08-19,settled,2747.30,USD
binance:6582452867,2026-08-20,2026-08-19,settled,1236.29,USD
binance:6582452883,2026-08-20,2026-08-19,settled,755.51,USD
binance:6582452884,2026-08-20,2026-08-19,settled,206.05,USD
coinbase:1073147530,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147531,2026-08-20,2026-08-19,settled,6.39,USD
coinbase:1073147532,2026-08-20,2026-08-19,settled,2222.07,USD
coinbase:1073147534,2026-08-20,2026-08-19,settled,42.37,USD
coinbase:1073147533,2026-08-20,2026-08-19,settled,758.02,USD
coinbase:1073147535,2026-08-20,2026-08-19,settled,44.30,USD
coinbase:1073147536,2026-08-20,2026-08-19,settled,0.36,USD
coinbase:1073147537,2026-08-20,2026-08-19,settled,130.92,USD
coinbase:1073147540,2026-08-20,2026-08-19,settled,252.95,USD
coinbase:1073147538,2026-08-20,2026-08-19,settled,56.95,USD
coinbase:1073147542,2026-08-20,2026-08-19,settled,309.99,USD
coinbase:1073147541,2026-08-20,2026-08-19,settled,490.47,USD
coinbase:1073147544,2026-08-20,2026-08-19,settled,975.35,USD
coinbase:1073147543,2026-08-20,2026-08-19,settled,625.68,USD
coinbase:1073147545,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582452886,2026-08-20,2026-08-19,settled,12.36,USD
binance:6582452889,2026-08-20,2026-08-19,settled,12.36,USD
coinbase:1073147546,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147547,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147548,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147549,2026-08-20,2026-08-19,settled,420.00,USD
coinbase:1073147550,2026-08-20,2026-08-19,settled,419.98,USD
coinbase:1073147551,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147552,2026-08-20,2026-08-21,settled,419.98,USD
binance:6582452892,2026-08-20,2026-08-19,settled,355.09,USD
coinbase:1073147554,2026-08-20,2026-08-19,settled,0.14,USD
coinbase:1073147555,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147556,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582452893,2026-08-20,2026-08-19,settled,41.90,USD
coinbase:1073147557,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147558,2026-08-20,2026-08-20,settled,0.00,USD
binance:6582452894,2026-08-20,2026-08-19,settled,682.70,USD
binance:6582452895,2026-08-20,2026-08-19,settled,79.67,USD
kraken:105348493,2026-08-20,2026-08-19,settled,50.00,USD
kraken:105348494,2026-08-20,2026-08-19,settled,68.65,USD
kraken:105348495,2026-08-20,2026-08-19,settled,6.86,USD
coinbase:1073147559,2026-08-20,2026-08-19,settled,400.09,USD
coinbase:1073147560,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582452896,2026-08-20,2026-08-19,settled,17.86,USD
binance:6582452899,2026-08-20,2026-08-19,settled,17.86,USD
coinbase:1073147561,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147562,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147564,2026-08-20,2026-08-19,settled,481.34,USD
coinbase:1073147563,2026-08-20,2026-08-19,settled,200.30,USD
coinbase:1073147565,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147566,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147567,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147568,2026-08-20,2026-08-19,settled,47.35,USD
binance:6582452900,2026-08-20,2026-08-19,settled,137.37,USD
coinbase:1073147569,2026-08-24,2026-08-22,settled,0.00,USD
binance:6582452901,2026-08-20,2026-08-19,settled,2027.51,USD
binance:6582452930,2026-08-20,2026-08-19,settled,1042.60,USD
coinbase:1073147570,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147571,2026-08-24,2026-08-21,settled,0.00,USD
coinbase:1073147572,2026-08-20,2026-08-19,settled,2.11,USD
coinbase:1073147573,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582452931,2026-08-20,2026-08-19,settled,52.89,USD
binance:6582452932,2026-08-20,2026-08-19,settled,745.89,USD
binance:6582452933,2026-08-20,2026-08-19,settled,1373.65,USD
binance:6582452948,2026-08-20,2026-08-19,settled,480.78,USD
binance:6582452949,2026-08-20,2026-08-19,settled,480.78,USD
binance:6582452950,2026-08-20,2026-08-19,settled,100.28,USD
binance:6582452965,2026-08-20,2026-08-19,settled,27.47,USD
binance:6582452970,2026-08-20,2026-08-19,settled,11.68,USD
binance:6582452972,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582452973,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582452974,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582452976,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582452979,2026-08-20,2026-08-20,settled,100.28,USD
binance:6582452997,2026-08-20,2026-08-19,settled,21.98,USD
binance:6582453001,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582453004,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582453005,2026-08-20,2026-08-19,settled,7.56,USD
binance:6582453006,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582453009,2026-08-20,2026-08-19,settled,311.84,USD
binance:6582453010,2026-08-20,2026-08-19,settled,341.38,USD
binance:6582453011,2026-08-20,2026-08-19,settled,206.06,USD
coinbase:1073147574,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147575,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453032,2026-08-20,2026-08-19,settled,3167.17,USD
binance:6582453033,2026-08-20,2026-08-19,settled,3482.45,USD
coinbase:1073147576,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147577,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147578,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453037,2026-08-20,2026-08-19,settled,3397.28,USD
binance:6582453038,2026-08-20,2026-08-19,settled,136.00,USD
coinbase:1073147579,2026-08-20,2026-08-19,settled,41.49,USD
coinbase:1073147580,2026-08-20,2026-08-19,settled,292.96,USD
binance:6582453039,2026-08-20,2026-08-19,settled,2747.49,USD
binance:6582453040,2026-08-20,2026-08-19,settled,1373.75,USD
binance:6582453041,2026-08-20,2026-08-19,settled,10000.19,USD
binance:6582453042,2026-08-24,2026-08-22,settled,686.87,USD
binance:6582453043,2026-08-20,2026-08-19,settled,1480.90,USD
binance:6582453066,2026-08-20,2026-08-19,settled,6.87,USD
binance:6582453068,2026-08-20,2026-08-19,settled,53.58,USD
binance:6582453078,2026-08-20,2026-08-19,settled,7.56,USD
binance:6582453079,2026-08-20,2026-08-19,settled,43.96,USD
binance:6582453087,2026-08-20,2026-08-19,settled,1236.40,USD
binance:6582453088,2026-08-20,2026-08-19,settled,755.58,USD
binance:6582453089,2026-08-20,2026-08-19,settled,618.20,USD
binance:6582453090,2026-08-20,2026-08-19,settled,618.20,USD
binance:6582453091,2026-08-20,2026-08-19,settled,206.07,USD
coinbase:1073147582,2026-08-20,2026-08-19,settled,64.86,USD
coinbase:1073147581,2026-08-20,2026-08-19,settled,5.86,USD
coinbase:1073147583,2026-08-20,2026-08-19,settled,1991.10,USD
coinbase:1073147584,2026-08-20,2026-08-19,settled,0.00,USD
kraken:105348496,2026-08-20,2026-08-19,settled,50.00,USD
kraken:105348497,2026-08-20,2026-08-19,settled,6.87,USD
kraken:105348498,2026-08-20,2026-08-19,settled,68.63,USD
kraken:105348499,2026-08-20,2026-08-19,settled,0.02,USD
binance:6582453092,2026-08-20,2026-08-19,settled,58.39,USD
binance:6582453093,2026-08-20,2026-08-19,settled,910.13,USD
binance:6582453095,2026-08-20,2026-08-19,settled,10409.82,USD
binance:6582453115,2026-08-20,2026-08-19,settled,38.47,USD
binance:6582453122,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582453124,2026-08-20,2026-08-19,settled,11.68,USD
binance:6582453126,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582453128,2026-08-20,2026-08-19,settled,12.36,USD
binance:6582453129,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582453130,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582453131,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582453134,2026-08-20,2026-08-19,settled,1805.20,USD
binance:6582453136,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582453138,2026-08-20,2026-08-19,settled,199.89,USD
binance:6582453139,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582453140,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582453143,2026-08-20,2026-08-19,settled,4002.65,USD
binance:6582453147,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582453149,2026-08-20,2026-08-19,settled,11.68,USD
binance:6582453151,2026-08-20,2026-08-19,settled,315.99,USD
binance:6582453152,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582453153,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582453156,2026-08-20,2026-08-19,settled,276.15,USD
binance:6582453157,2026-08-20,2026-08-19,settled,8709.57,USD
coinbase:1073147585,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147586,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147587,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147590,2026-08-20,2026-08-19,settled,134.99,USD
coinbase:1073147589,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073147588,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073147591,2026-08-24,2026-08-22,settled,0.01,USD
coinbase:1073147592,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453158,2026-08-20,2026-08-19,settled,137.39,USD
coinbase:1073147593,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147594,2026-08-20,2026-08-19,settled,580.82,USD
kraken:105348500,2026-08-20,2026-08-19,settled,50.00,USD
kraken:105348501,2026-08-20,2026-08-19,settled,3.50,USD
kraken:105348502,2026-08-20,2026-08-20,settled,3.50,USD
kraken:105348503,2026-08-20,2026-08-19,settled,138.19,USD
binance:6582453159,2026-08-20,2026-08-19,settled,10.99,USD
coinbase:1073147595,2026-08-20,2026-08-19,settled,0.00,USD
kraken:105348504,2026-08-20,2026-08-19,settled,849.36,USD
coinbase:1073147596,2026-08-20,2026-08-19,settled,94.76,USD
coinbase:1073147597,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147601,2026-08-20,2026-08-19,settled,28.93,USD
coinbase:1073147600,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073147599,2026-08-20,2026-08-19,settled,0.50,USD
coinbase:1073147598,2026-08-20,2026-08-19,settled,68.40,USD
coinbase:1073147602,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147603,2026-08-20,2026-08-19,settled,94.86,USD
binance:6582453160,2026-08-24,2026-08-21,settled,30.91,USD
coinbase:1073147604,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147607,2026-08-24,2026-08-22,settled,0.00,USD
binance:6582453161,2026-08-20,2026-08-19,settled,539.93,USD
coinbase:1073147608,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147609,2026-08-20,2026-08-19,settled,3.83,USD
binance:6582453162,2026-08-20,2026-08-19,settled,29.54,USD
binance:6582453163,2026-08-20,2026-08-19,settled,16.49,USD
coinbase:1073147612,2026-08-20,2026-08-19,settled,1413.23,USD
coinbase:1073147611,2026-08-20,2026-08-19,settled,9146.02,USD
coinbase:1073147610,2026-08-20,2026-08-19,settled,419.99,USD
coinbase:1073147613,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453164,2026-08-20,2026-08-19,settled,21.29,USD
coinbase:1073147614,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453165,2026-08-20,2026-08-19,settled,6.87,USD
binance:6582453166,2026-08-20,2026-08-19,settled,11.68,USD
binance:6582453167,2026-08-20,2026-08-19,settled,11251.89,USD
coinbase:1073147615,2026-08-20,2026-08-19,settled,75.04,USD
coinbase:1073147616,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453169,2026-08-20,2026-08-19,settled,18459.14,USD
kraken:105348505,2026-08-20,2026-08-19,settled,178.51,USD
coinbase:1073147617,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147618,2026-08-20,2026-08-21,settled,92.00,USD
coinbase:1073147619,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147620,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147621,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147622,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453173,2026-08-20,2026-08-19,settled,29991.29,USD
coinbase:1073147623,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453197,2026-08-20,2026-08-19,settled,260.35,USD
coinbase:1073147624,2026-08-20,2026-08-19,settled,0.00,USD
kraken:105348506,2026-08-20,2026-08-19,settled,466.30,USD
binance:6582453198,2026-08-20,2026-08-19,settled,208.83,USD
coinbase:1073147626,2026-08-20,2026-08-19,settled,32.67,USD
coinbase:1073147625,2026-08-20,2026-08-19,settled,10.03,USD
kraken:105348507,2026-08-20,2026-08-21,settled,48.77,USD
coinbase:1073147627,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453199,2026-08-20,2026-08-19,settled,2001.02,USD
binance:6582453203,2026-08-20,2026-08-19,settled,19.23,USD
binance:6582453204,2026-08-20,2026-08-19,settled,9671.95,USD
coinbase:1073147631,2026-08-20,2026-08-19,settled,5378.57,USD
coinbase:1073147630,2026-08-20,2026-08-19,settled,1000.00,USD
coinbase:1073147629,2026-08-20,2026-08-19,settled,1000.00,USD
coinbase:1073147628,2026-08-20,2026-08-19,settled,2059.82,USD
coinbase:1073147632,2026-08-20,2026-08-19,settled,1331.37,USD
coinbase:1073147633,2026-08-20,2026-08-19,settled,136.49,USD
binance:6582453217,2026-08-20,2026-08-19,settled,1014.59,USD
binance:6582453218,2026-08-20,2026-08-19,settled,255.54,USD
binance:6582453219,2026-08-20,2026-08-19,settled,30.91,USD
coinbase:1073147636,2026-08-20,2026-08-19,settled,2040.27,USD
coinbase:1073147635,2026-08-20,2026-08-19,settled,8273.84,USD
coinbase:1073147634,2026-08-20,2026-08-19,settled,200.44,USD
coinbase:1073147637,2026-08-20,2026-08-19,settled,19.61,USD
coinbase:1073147638,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147639,2026-08-20,2026-08-21,settled,0.00,USD
coinbase:1073147640,2026-08-20,2026-08-19,settled,954.43,USD
coinbase:1073147641,2026-08-20,2026-08-19,settled,39.39,USD
coinbase:1073147642,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147643,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147644,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147645,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147646,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147647,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453220,2026-08-20,2026-08-19,settled,52.89,USD
kraken:105348508,2026-08-20,2026-08-19,settled,42.02,USD
binance:6582453221,2026-08-20,2026-08-19,settled,501.46,USD
coinbase:1073147648,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453222,2026-08-20,2026-08-21,settled,599.69,USD
coinbase:1073147649,2026-08-20,2026-08-19,settled,37.83,USD
coinbase:1073147650,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453223,2026-08-20,2026-08-19,settled,1508.49,USD
binance:6582453224,2026-08-24,2026-08-22,settled,9.62,USD
coinbase:1073147651,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453225,2026-08-20,2026-08-19,settled,192.34,USD
coinbase:1073147653,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147655,2026-08-20,2026-08-19,settled,513.84,USD
binance:6582453226,2026-08-20,2026-08-19,settled,7.56,USD
binance:6582453227,2026-08-20,2026-08-19,settled,314.61,USD
coinbase:1073147656,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147657,2026-08-20,2026-08-19,settled,12.87,USD
coinbase:1073147658,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147660,2026-08-20,2026-08-19,settled,2301.66,USD
coinbase:1073147659,2026-08-20,2026-08-19,settled,7712.86,USD
binance:6582453228,2026-08-20,2026-08-19,settled,912.24,USD
binance:6582453229,2026-08-20,2026-08-19,settled,153.19,USD
binance:6582453230,2026-08-20,2026-08-19,settled,23.36,USD
coinbase:1073147661,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147662,2026-08-20,2026-08-19,settled,1433.83,USD
coinbase:1073147663,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147664,2026-08-20,2026-08-19,settled,12.56,USD
coinbase:1073147665,2026-08-20,2026-08-19,settled,0.00,USD
kraken:105348509,2026-08-20,2026-08-19,settled,7.98,USD
kraken:105348510,2026-08-20,2026-08-19,settled,12.46,USD
coinbase:1073147666,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147667,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453231,2026-08-20,2026-08-19,settled,6.87,USD
coinbase:1073147668,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147669,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147670,2026-08-20,2026-08-19,settled,10.33,USD
coinbase:1073147671,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147672,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147673,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147674,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147675,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453232,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582453233,2026-08-20,2026-08-19,settled,137.39,USD
coinbase:1073147677,2026-08-24,2026-08-22,settled,117.56,USD
coinbase:1073147676,2026-08-24,2026-08-21,settled,7.95,USD
coinbase:1073147678,2026-08-20,2026-08-19,settled,0.01,USD
binance:6582453234,2026-08-20,2026-08-19,settled,68.69,USD
binance:6582453235,2026-08-20,2026-08-19,settled,10578.70,USD
coinbase:1073147679,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147680,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147681,2026-08-20,2026-08-19,settled,3.66,USD
binance:6582453254,2026-08-20,2026-08-19,settled,19.92,USD
coinbase:1073147682,2026-08-20,2026-08-19,settled,2375.06,USD
binance:6582453255,2026-08-20,2026-08-19,settled,249.36,USD
coinbase:1073147684,2026-08-20,2026-08-19,settled,0.01,USD
binance:6582453258,2026-08-20,2026-08-19,settled,331.10,USD
coinbase:1073147685,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147687,2026-08-20,2026-08-19,settled,2452.91,USD
coinbase:1073147686,2026-08-20,2026-08-19,settled,419.99,USD
coinbase:1073147688,2026-08-20,2026-08-19,settled,31.05,USD
coinbase:1073147689,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453259,2026-08-20,2026-08-19,settled,2105.44,USD
binance:6582453262,2026-08-20,2026-08-19,settled,48.08,USD
coinbase:1073147690,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582453263,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582453264,2026-08-20,2026-08-19,settled,6.87,USD
coinbase:1073147691,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147692,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147695,2026-08-20,2026-08-19,settled,3225.23,USD
coinbase:1073147694,2026-08-20,2026-08-19,settled,6969.14,USD
coinbase:1073147693,2026-08-20,2026-08-19,settled,388.95,USD
coinbase:1073147696,2026-08-20,2026-08-19,settled,39.97,USD
coinbase:1073147698,2026-08-20,2026-08-19,settled,112.91,USD
coinbase:1073147699,2026-08-20,2026-08-19,settled,97.79,USD
coinbase:1073147700,2026-08-20,2026-08-19,settled,39.84,USD
coinbase:1073147701,2026-08-20,2026-08-19,settled,45.35,USD
coinbase:1073147702,2026-08-20,2026-08-19,settled,11.79,USD
coinbase:1073147703,2026-08-20,2026-08-19,settled,96.75,USD
coinbase:1073147704,2026-08-20,2026-08-19,settled,65.10,USD
binance:6582453265,2026-08-24,2026-08-21,settled,9855.36,USD
coinbase:1073147705,2026-08-20,2026-08-19,settled,708.78,USD
coinbase:1073147706,2026-08-20,2026-08-19,settled,309.77,USD
coinbase:1073147707,2026-08-20,2026-08-19,settled,30.30,USD
coinbase:1073147708,2026-08-20,2026-08-19,settled,1035.02,USD
coinbase:1073147709,2026-08-20,2026-08-19,settled,564.59,USD
binance:6582453267,2026-08-20,2026-08-19,settled,151.12,USD
coinbase:1073147710,2026-08-20,2026-08-19,settled,15.03,USD
coinbase:1073147711,2026-08-20,2026-08-19,settled,1354.22,USD
coinbase:1073147713,2026-08-20,2026-08-19,settled,210.18,USD
coinbase:1073147714,2026-08-20,2026-08-19,settled,31.63,USD
coinbase:1073147715,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147717,2026-08-20,2026-08-19,settled,1000.50,USD
coinbase:1073147716,2026-08-20,2026-08-19,settled,9.43,USD
coinbase:1073147718,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147719,2026-08-21,2026-08-20,settled,0.00,USD
binance:6582453272,2026-08-20,2026-08-19,settled,8655.30,USD
binance:6582453284,2026-08-20,2026-08-19,settled,590.76,USD
binance:6582453287,2026-08-20,2026-08-19,settled,1000.85,USD
binance:6582453311,2026-08-20,2026-08-19,settled,49.46,USD
binance:6582453320,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582453321,2026-08-20,2026-08-19,settled,51.52,USD
binance:6582453330,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582453332,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582453334,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582453337,2026-08-20,2026-08-19,settled,39.84,USD
binance:6582453344,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582453347,2026-08-20,2026-08-19,settled,56.33,USD
binance:6582453357,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582453360,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582453363,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582453364,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582453365,2026-08-20,2026-08-19,settled,21.98,USD
binance:6582453384,2026-08-20,2026-08-19,settled,1.37,USD
binance:6582453385,2026-08-20,2026-08-19,settled,32.97,USD
binance:6582453391,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582453392,2026-08-20,2026-08-19,settled,15.11,USD
binance:6582453395,2026-08-20,2026-08-19,settled,35.72,USD
binance:6582453402,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582453403,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582453406,2026-08-20,2026-08-19,settled,28.85,USD
binance:6582453411,2026-08-20,2026-08-19,settled,32.97,USD
binance:6582453417,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582453418,2026-08-20,2026-08-19,settled,27.47,USD
binance:6582453423,2026-08-20,2026-08-19,settled,68.69,USD
binance:6582453424,2026-08-20,2026-08-19,settled,56.32,USD
binance:6582453434,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582453437,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582453440,2026-08-20,2026-08-19,settled,48.77,USD
coinbase:1073147720,2026-08-20,2026-08-21,settled,87.77,USD
coinbase:1073147724,2026-08-20,2026-08-19,settled,3677.23,USD
coinbase:1073147723,2026-08-20,2026-08-19,settled,1.63,USD
coinbase:1073147722,2026-08-20,2026-08-19,settled,6968.69,USD
coinbase:1073147721,2026-08-20,2026-08-19,settled,332.22,USD
coinbase:1073147725,2026-08-20,2026-08-19,settled,3020.91,USD
coinbase:1073147727,2026-08-20,2026-08-19,settled,1.16,USD
coinbase:1073147726,2026-08-20,2026-08-19,settled,27630.36,USD
coinbase:1073147728,2026-08-20,2026-08-19,settled,420.00,USD
binance:6582453441,2026-08-20,2026-08-19,settled,95.47,USD
binance:6582453457,2026-08-20,2026-08-19,settled,27.47,USD
binance:6582453462,2026-08-20,2026-08-20,settled,10.99,USD
coinbase:1073147731,2026-08-20,2026-08-19,settled,684.17,USD
coinbase:1073147730,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073147729,2026-08-20,2026-08-19,settled,1.17,USD
binance:6582453464,2026-08-20,2026-08-19,settled,17.17,USD
coinbase:1073147732,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147733,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147735,2026-08-20,2026-08-19,settled,101.73,USD
coinbase:1073147734,2026-08-20,2026-08-19,settled,420.01,USD
coinbase:1073147736,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073147737,2026-08-20,2026-08-19,settled,0.01,USD
coinbase:1073147739,2026-08-20,2026-08-19,settled,1873.97,USD
coinbase:1073147738,2026-08-20,2026-08-19,settled,162.62,USD
binance:6582453465,2026-08-20,2026-08-19,settled,686.85,USD
binance:6582453467,2026-08-20,2026-08-19,settled,2747.41,USD
binance:6582453468,2026-08-20,2026-08-19,settled,1373.70,USD
binance:6582453472,2026-08-20,2026-08-19,settled,6.87,USD
binance:6582453474,2026-08-20,2026-08-19,settled,539.87,USD
binance:6582453475,2026-08-20,2026-08-19,settled,180.64,USD
binance:6582453496,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582453499,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582453500,2026-08-20,2026-08-19,settled,27.47,USD
binance:6582453505,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582453507,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582453509,2026-08-20,2026-08-19,settled,27.47,USD
binance:6582453514,2026-08-20,2026-08-19,settled,2163.63,USD
binance:6582453515,2026-08-24,2026-08-22,settled,375.03,USD
binance:6582453516,2026-08-20,2026-08-19,settled,65.94,USD
binance:6582453517,2026-08-20,2026-08-19,settled,197.13,USD
coinbase:1073147740,2026-08-20,2026-08-19,settled,0.00,USD
