trade_id_ref,gl_account,debit_credit,amount,currency,posted_at,posting_status
kraken:105348294,kraken:XBTUSD,C,68.55,USD,2026-08-19T23:03:35.700807+00:00,posted
kraken:105348295,kraken:XBTUSD,C,2000.00,USD,2026-08-19T20:03:51.989935+00:00,posted
kraken:105348296,kraken:XBTUSD,C,4572.41,USD,2026-08-19T23:03:46.984434+00:00,posted
kraken:105348297,kraken:XBTUSD,C,3.50,USD,2026-08-19T19:48:57.973979+00:00,posted
coinbase:1073145827,coinbase:BTC-USD,C,0.00,USD,2026-08-19T21:53:10.793026+00:00,posted
coinbase:1073145828,coinbase:BTC-USD,D,0.00,USD,2026-08-19T22:58:51.384573+00:00,posted
coinbase:1073145829,coinbase:BTC-USD,D,0.01,USD,2026-08-19T21:30:54.160485+00:00,posted
coinbase:1073145830,coinbase:BTC-USD,C,0.00,USD,2026-08-19T19:38:25.484319+00:00,posted
coinbase:1073145831,coinbase:BTC-USD,C,0.00,USD,2026-08-19T22:04:29.258019+00:00,posted
coinbase:1073145832,coinbase:BTC-USD,C,0.00,USD,2026-08-19T19:02:10.279607+00:00,posted
coinbase:1073145833,coinbase:BTC-USD,C,0.00,USD,2026-08-19T20:47:27.316532+00:00,posted
coinbase:1073145834,coinbase:BTC-USD,C,0.00,USD,2026-08-19T22:39:43.232593+00:00,posted
coinbase:1073145835,coinbase:BTC-USD,D,0.01,USD,2026-08-19T19:26:06.135137+00:00,posted
coinbase:1073145836,coinbase:BTC-USD,C,0.01,USD,2026-08-21T15:48:59.973226+00:00,posted
coinbase:1073145837,coinbase:BTC-USD,D,0.00,USD,2026-08-19T23:19:12.446776+00:00,posted
coinbase:1073145838,coinbase:BTC-USD,D,0.00,USD,2026-08-22T09:27:04.074049+00:00,posted
coinbase:1073145839,coinbase:BTC-USD,D,0.00,USD,2026-08-19T23:52:01.150281+00:00,posted
coinbase:1073145840,coinbase:BTC-USD,D,20.24,USD,2026-08-19T20:55:47.702499+00:00,posted
coinbase:1073145841,coinbase:BTC-USD,C,989.70,USD,2026-08-19T20:52:24.154697+00:00,posted
coinbase:1073145853,coinbase:BTC-USD,D,18246.68,USD,2026-08-21T09:32:46.888143+00:00,posted
coinbase:1073145852,coinbase:BTC-USD,D,1.16,USD,2026-08-21T10:20:36.315167+00:00,posted
coinbase:1073145851,coinbase:BTC-USD,D,685.25,USD,2026-08-19T18:57:36.544849+00:00,posted
coinbase:1073145850,coinbase:BTC-USD,D,2268.19,USD,2026-08-22T04:21:29.363347+00:00,posted
coinbase:1073145849,coinbase:BTC-USD,D,3212.81,USD,2026-08-19T22:55:23.196529+00:00,posted
coinbase:1073145848,coinbase:BTC-USD,D,3.15,USD,2026-08-19T22:08:02.037157+00:00,posted
coinbase:1073145847,coinbase:BTC-USD,D,2.00,USD,2026-08-19T18:51:14.418586+00:00,posted
coinbase:1073145846,coinbase:BTC-USD,D,1597.93,USD,2026-08-19T19:34:18.630120+00:00,posted
coinbase:1073145845,coinbase:BTC-USD,D,4529.96,USD,2026-08-19T22:05:53.967627+00:00,posted
coinbase:1073145844,coinbase:BTC-USD,D,31827.78,USD,2026-08-19T23:01:06.359791+00:00,posted
coinbase:1073145843,coinbase:BTC-USD,D,1308.90,USD,2026-08-19T19:25:10.738899+00:00,posted
coinbase:1073145842,coinbase:BTC-USD,D,4976.47,USD,2026-08-19T22:15:49.385962+00:00,posted
kraken:105348298,kraken:XBTUSD,C,96.33,USD,2026-08-19T19:05:41.996567+00:00,posted
coinbase:1073145854,coinbase:BTC-USD,C,377.46,USD,2026-08-19T21:29:55.116663+00:00,posted
coinbase:1073145855,coinbase:BTC-USD,D,0.01,USD,2026-08-19T22:13:31.543253+00:00,posted
coinbase:1073145856,coinbase:BTC-USD,C,0.00,USD,2026-08-21T03:00:16.420543+00:00,posted
coinbase:1073145857,coinbase:BTC-USD,C,0.00,USD,2026-08-19T18:45:30.055632+00:00,posted
coinbase:1073145858,coinbase:BTC-USD,C,0.00,USD,2026-08-19T21:53:18.450927+00:00,posted
coinbase:1073145861,coinbase:BTC-USD,D,114.60,USD,2026-08-19T22:25:30.037387+00:00,posted
coinbase:1073145860,coinbase:BTC-USD,D,5213.62,USD,2026-08-19T20:43:59.336712+00:00,posted
coinbase:1073145859,coinbase:BTC-USD,D,4976.43,USD,2026-08-19T21:44:32.205116+00:00,posted
coinbase:1073145862,coinbase:BTC-USD,D,531.30,USD,2026-08-19T21:32:30.319842+00:00,posted
coinbase:1073145863,coinbase:BTC-USD,D,10.51,USD,2026-08-21T21:15:12.620720+00:00,posted
coinbase:1073145864,coinbase:BTC-USD,D,48.55,USD,2026-08-19T20:08:41.668915+00:00,posted
coinbase:1073145866,coinbase:BTC-USD,D,298.64,USD,2026-08-19T20:38:46.484744+00:00,posted
coinbase:1073145868,coinbase:BTC-USD,D,531.22,USD,2026-08-19T22:12:18.883796+00:00,posted
coinbase:1073145867,coinbase:BTC-USD,D,194.76,USD,2026-08-19T22:47:36.098238+00:00,posted
coinbase:1073145869,coinbase:BTC-USD,D,324.06,USD,2026-08-19T18:59:37.242574+00:00,posted
coinbase:1073145870,coinbase:BTC-USD,D,10.79,USD,2026-08-19T23:13:26.871841+00:00,posted
coinbase:1073145871,coinbase:BTC-USD,D,442.82,USD,2026-08-19T23:02:06.419846+00:00,posted
coinbase:1073145872,coinbase:BTC-USD,D,28.93,USD,2026-08-19T22:34:28.110258+00:00,posted
coinbase:1073145873,coinbase:BTC-USD,D,13.89,USD,2026-08-19T23:12:47.057267+00:00,posted
coinbase:1073145874,coinbase:BTC-USD,D,12.32,USD,2026-08-19T18:57:11.682688+00:00,posted
coinbase:1073145875,coinbase:BTC-USD,D,373.42,USD,2026-08-19T23:06:03.366548+00:00,posted
coinbase:1073145876,coinbase:BTC-USD,D,1077.84,USD,2026-08-19T20:29:08.202050+00:00,posted
coinbase:1073145877,coinbase:BTC-USD,D,16.65,USD,2026-08-19T20:56:24.241320+00:00,posted
coinbase:1073145878,coinbase:BTC-USD,D,30.47,USD,2026-08-19T21:21:12.721374+00:00,posted
coinbase:1073145879,coinbase:BTC-USD,D,41.68,USD,2026-08-19T20:42:47.495462+00:00,posted
coinbase:1073145880,coinbase:BTC-USD,D,24.78,USD,2026-08-19T23:30:42.212719+00:00,posted
coinbase:1073145881,coinbase:BTC-USD,D,1063.45,USD,2026-08-19T19:26:04.017831+00:00,posted
coinbase:1073145882,coinbase:BTC-USD,D,69.97,USD,2026-08-19T23:38:31.246713+00:00,posted
coinbase:1073145883,coinbase:BTC-USD,D,29.65,USD,2026-08-19T23:40:13.237132+00:00,posted
coinbase:1073145884,coinbase:BTC-USD,D,171.77,USD,2026-08-20T00:06:19.145191+00:00,posted
coinbase:1073145885,coinbase:BTC-USD,D,13.64,USD,2026-08-19T21:29:10.381651+00:00,posted
coinbase:1073145886,coinbase:BTC-USD,D,165.77,USD,2026-08-19T21:36:21.083783+00:00,posted
coinbase:1073145887,coinbase:BTC-USD,D,27.44,USD,2026-08-19T22:44:55.632151+00:00,posted
coinbase:1073145888,coinbase:BTC-USD,D,161.18,USD,2026-08-19T21:44:59.818183+00:00,posted
coinbase:1073145889,coinbase:BTC-USD,D,15.59,USD,2026-08-19T19:11:24.789880+00:00,posted
coinbase:1073145890,coinbase:BTC-USD,D,17.25,USD,2026-08-19T20:26:08.043934+00:00,posted
coinbase:1073145891,coinbase:BTC-USD,D,71.28,USD,2026-08-19T21:05:36.526144+00:00,posted
coinbase:1073145892,coinbase:BTC-USD,D,73.12,USD,2026-08-19T20:41:00.058844+00:00,posted
coinbase:1073145893,coinbase:BTC-USD,D,32.77,USD,2026-08-19T22:07:53.488975+00:00,posted
coinbase:1073145894,coinbase:BTC-USD,D,30.51,USD,2026-08-19T22:16:00.922575+00:00,posted
coinbase:1073145895,coinbase:BTC-USD,D,61.95,USD,2026-08-19T19:03:55.121257+00:00,posted
coinbase:1073145896,coinbase:BTC-USD,D,114.76,USD,2026-08-19T20:59:02.396291+00:00,posted
coinbase:1073145897,coinbase:BTC-USD,D,43.46,USD,2026-08-19T22:52:27.414388+00:00,posted
coinbase:1073145898,coinbase:BTC-USD,D,21.98,USD,2026-08-19T18:55:16.019583+00:00,posted
coinbase:1073145899,coinbase:BTC-USD,D,87.94,USD,2026-08-19T22:28:45.596285+00:00,posted
coinbase:1073145900,coinbase:BTC-USD,D,241.45,USD,2026-08-19T19:26:38.796125+00:00,posted
coinbase:1073145901,coinbase:BTC-USD,D,99.35,USD,2026-08-19T22:17:53.670000+00:00,posted
coinbase:1073145902,coinbase:BTC-USD,D,143.16,USD,2026-08-19T23:58:18.896638+00:00,posted
coinbase:1073145903,coinbase:BTC-USD,D,68.97,USD,2026-08-19T23:58:06.156749+00:00,posted
coinbase:1073145904,coinbase:BTC-USD,D,168.63,USD,2026-08-19T22:56:48.523861+00:00,posted
coinbase:1073145905,coinbase:BTC-USD,D,49.39,USD,2026-08-22T12:16:32.110054+00:00,posted
coinbase:1073145906,coinbase:BTC-USD,D,13.69,USD,2026-08-19T22:19:20.757059+00:00,posted
coinbase:1073145907,coinbase:BTC-USD,D,115.71,USD,2026-08-19T19:22:25.737100+00:00,posted
coinbase:1073145908,coinbase:BTC-USD,D,41.95,USD,2026-08-19T21:29:40.525684+00:00,posted
coinbase:1073145909,coinbase:BTC-USD,D,7.36,USD,2026-08-19T21:50:20.628408+00:00,posted
coinbase:1073145911,coinbase:BTC-USD,D,36.14,USD,2026-08-20T00:13:47.539106+00:00,posted
coinbase:1073145912,coinbase:BTC-USD,C,0.00,USD,2026-08-19T23:47:25.817894+00:00,posted
coinbase:1073145913,coinbase:BTC-USD,C,0.00,USD,2026-08-19T19:25:27.945004+00:00,posted
coinbase:1073145914,coinbase:BTC-USD,D,0.00,USD,2026-08-19T21:14:10.274928+00:00,posted
coinbase:1073145915,coinbase:BTC-USD,C,0.00,USD,2026-08-19T21:11:53.103044+00:00,posted
kraken:105348299,kraken:XBTUSD,D,59.99,USD,2026-08-22T10:50:06.031072+00:00,posted
coinbase:1073145916,coinbase:BTC-USD,D,0.01,USD,2026-08-19T20:39:39.007806+00:00,posted
coinbase:1073145917,coinbase:BTC-USD,C,0.00,USD,2026-08-19T23:25:57.044811+00:00,posted
coinbase:1073145918,coinbase:BTC-USD,D,0.01,USD,2026-08-19T23:51:01.122504+00:00,posted
coinbase:1073145920,coinbase:BTC-USD,D,1179.37,USD,2026-08-19T23:06:55.321755+00:00,posted
coinbase:1073145919,coinbase:BTC-USD,D,4976.25,USD,2026-08-19T19:25:03.109966+00:00,posted
coinbase:1073145922,coinbase:BTC-USD,D,1000.00,USD,2026-08-19T19:30:49.898115+00:00,posted
coinbase:1073145921,coinbase:BTC-USD,D,1000.00,USD,2026-08-19T18:53:40.559780+00:00,posted
coinbase:1073145923,coinbase:BTC-USD,D,0.00,USD,2026-08-19T20:46:44.592726+00:00,posted
kraken:105348300,kraken:XBTUSD,C,12761.37,USD,2026-08-19T21:47:02.811155+00:00,posted
coinbase:1073145924,coinbase:BTC-USD,C,0.00,USD,2026-08-19T19:13:27.365793+00:00,posted
coinbase:1073145930,coinbase:BTC-USD,D,3645.24,USD,2026-08-20T00:14:52.337297+00:00,posted
coinbase:1073145929,coinbase:BTC-USD,D,1.16,USD,2026-08-19T21:38:29.129393+00:00,posted
coinbase:1073145928,coinbase:BTC-USD,D,31845.56,USD,2026-08-19T23:16:42.475537+00:00,posted
coinbase:1073145927,coinbase:BTC-USD,D,21188.75,USD,2026-08-19T21:13:29.850441+00:00,posted
coinbase:1073145926,coinbase:BTC-USD,D,1308.82,USD,2026-08-19T20:38:41.748085+00:00,posted
coinbase:1073145925,coinbase:BTC-USD,D,3015.08,USD,2026-08-19T23:02:29.561418+00:00,posted
coinbase:1073145931,coinbase:BTC-USD,C,0.00,USD,2026-08-19T19:45:03.378828+00:00,posted
coinbase:1073145932,coinbase:BTC-USD,C,0.00,USD,2026-08-19T21:07:46.565384+00:00,posted
coinbase:1073145933,coinbase:BTC-USD,C,79488.47,USD,2026-08-19T19:03:18.054819+00:00,posted
coinbase:1073145934,coinbase:BTC-USD,C,2.18,USD,2026-08-19T19:35:30.586671+00:00,posted
coinbase:1073145935,coinbase:BTC-USD,C,85448.42,USD,2026-08-19T20:31:29.563745+00:00,posted
coinbase:1073145936,coinbase:BTC-USD,C,9436.73,USD,2026-08-19T20:39:12.139579+00:00,posted
coinbase:1073145937,coinbase:BTC-USD,C,3880.56,USD,2026-08-19T23:40:20.415930+00:00,posted
coinbase:1073145938,coinbase:BTC-USD,C,30143.95,USD,2026-08-19T20:07:42.867898+00:00,posted
coinbase:1073145939,coinbase:BTC-USD,C,2.18,USD,2026-08-19T21:46:47.543074+00:00,posted
coinbase:1073145940,coinbase:BTC-USD,C,61672.09,USD,2026-08-19T20:24:56.810536+00:00,posted
coinbase:1073145941,coinbase:BTC-USD,C,58448.75,USD,2026-08-19T21:30:51.831973+00:00,posted
coinbase:1073145945,coinbase:BTC-USD,C,420.02,USD,2026-08-21T22:00:31.272698+00:00,posted
coinbase:1073145944,coinbase:BTC-USD,C,17500.71,USD,2026-08-19T22:22:23.794622+00:00,posted
coinbase:1073145943,coinbase:BTC-USD,C,1781.82,USD,2026-08-19T22:04:42.634105+00:00,posted
coinbase:1073145942,coinbase:BTC-USD,C,14099.37,USD,2026-08-19T21:51:00.520811+00:00,posted
coinbase:1073145965,coinbase:BTC-USD,C,1936.34,USD,2026-08-19T18:54:22.679579+00:00,posted
coinbase:1073145964,coinbase:BTC-USD,C,5483.52,USD,2026-08-19T22:19:53.258073+00:00,posted
coinbase:1073145963,coinbase:BTC-USD,C,11946.00,USD,2026-08-19T21:02:29.302836+00:00,posted
coinbase:1073145962,coinbase:BTC-USD,C,4977.47,USD,2026-08-19T21:29:22.038110+00:00,posted
coinbase:1073145961,coinbase:BTC-USD,C,1.17,USD,2026-08-19T20:20:36.383324+00:00,posted
coinbase:1073145960,coinbase:BTC-USD,C,12138.58,USD,2026-08-19T21:24:23.191919+00:00,posted
coinbase:1073145959,coinbase:BTC-USD,C,4.71,USD,2026-08-22T08:41:26.979009+00:00,posted
coinbase:1073145958,coinbase:BTC-USD,C,75.01,USD,2026-08-19T19:09:05.750424+00:00,posted
coinbase:1073145957,coinbase:BTC-USD,C,1.17,USD,2026-08-19T21:18:16.839243+00:00,posted
coinbase:1073145956,coinbase:BTC-USD,C,11945.04,USD,2026-08-19T19:32:25.524604+00:00,posted
coinbase:1073145955,coinbase:BTC-USD,C,3219.59,USD,2026-08-19T20:30:23.349093+00:00,posted
coinbase:1073145954,coinbase:BTC-USD,C,1.17,USD,2026-08-19T20:38:59.221621+00:00,posted
coinbase:1073145953,coinbase:BTC-USD,C,3219.54,USD,2026-08-19T22:56:02.051416+00:00,posted
coinbase:1073145952,coinbase:BTC-USD,C,100.03,USD,2026-08-19T19:20:03.326404+00:00,posted
coinbase:1073145951,coinbase:BTC-USD,C,1987.44,USD,2026-08-19T19:25:26.818319+00:00,posted
coinbase:1073145950,coinbase:BTC-USD,C,1.17,USD,2026-08-19T19:31:30.261692+00:00,posted
coinbase:1073145949,coinbase:BTC-USD,C,2945.34,USD,2026-08-19T20:06:56.636071+00:00,posted
coinbase:1073145948,coinbase:BTC-USD,C,1160.88,USD,2026-08-19T19:37:42.937829+00:00,posted
coinbase:1073145947,coinbase:BTC-USD,C,525.04,USD,2026-08-19T21:55:39.087869+00:00,posted
coinbase:1073145946,coinbase:BTC-USD,C,16.20,USD,2026-08-19T22:56:50.687747+00:00,posted
coinbase:1073145966,coinbase:BTC-USD,C,2.18,USD,2026-08-19T21:34:52.439674+00:00,posted
coinbase:1073145975,coinbase:BTC-USD,C,613.96,USD,2026-08-19T20:26:49.989846+00:00,posted
coinbase:1073145974,coinbase:BTC-USD,C,4977.89,USD,2026-08-20T00:04:01.283586+00:00,posted
coinbase:1073145973,coinbase:BTC-USD,C,1.17,USD,2026-08-19T20:41:28.211060+00:00,posted
coinbase:1073145972,coinbase:BTC-USD,C,2029.12,USD,2026-08-19T20:19:18.706254+00:00,posted
coinbase:1073145970,coinbase:BTC-USD,C,12772.07,USD,2026-08-21T06:56:41.805385+00:00,posted
coinbase:1073145969,coinbase:BTC-USD,C,1.17,USD,2026-08-19T20:58:05.318929+00:00,posted
coinbase:1073145968,coinbase:BTC-USD,C,1370.88,USD,2026-08-19T20:44:38.859065+00:00,posted
coinbase:1073145967,coinbase:BTC-USD,C,803.24,USD,2026-08-19T20:52:30.595036+00:00,posted
coinbase:1073145983,coinbase:BTC-USD,C,5387.39,USD,2026-08-19T21:46:28.058804+00:00,posted
coinbase:1073145982,coinbase:BTC-USD,C,11947.41,USD,2026-08-19T22:10:41.071689+00:00,posted
coinbase:1073145981,coinbase:BTC-USD,C,1.17,USD,2026-08-19T19:27:28.423568+00:00,posted
coinbase:1073145980,coinbase:BTC-USD,C,1.50,USD,2026-08-22T17:36:57.796847+00:00,posted
coinbase:1073145979,coinbase:BTC-USD,C,2742.02,USD,2026-08-19T20:45:39.894622+00:00,posted
coinbase:1073145978,coinbase:BTC-USD,C,1371.01,USD,2026-08-19T22:03:49.654865+00:00,posted
coinbase:1073145977,coinbase:BTC-USD,C,684.67,USD,2026-08-19T18:58:17.935574+00:00,posted
coinbase:1073145976,coinbase:BTC-USD,C,12140.01,USD,2026-08-19T21:36:23.676097+00:00,posted
coinbase:1073145992,coinbase:BTC-USD,C,2131.28,USD,2026-08-19T23:39:44.896165+00:00,posted
coinbase:1073145991,coinbase:BTC-USD,C,4548.38,USD,2026-08-19T23:52:21.989625+00:00,posted
coinbase:1073145990,coinbase:BTC-USD,C,10000.00,USD,2026-08-19T20:54:41.389502+00:00,posted
coinbase:1073145989,coinbase:BTC-USD,C,1.17,USD,2026-08-19T23:23:04.406824+00:00,posted
coinbase:1073145988,coinbase:BTC-USD,C,4978.29,USD,2026-08-19T21:32:25.725389+00:00,posted
coinbase:1073145987,coinbase:BTC-USD,C,101.28,USD,2026-08-19T21:26:39.852373+00:00,posted
coinbase:1073145986,coinbase:BTC-USD,C,499.78,USD,2026-08-19T21:21:43.762142+00:00,posted
coinbase:1073145984,coinbase:BTC-USD,C,4977.39,USD,2026-08-19T19:21:11.059534+00:00,posted
coinbase:1073145993,coinbase:BTC-USD,C,79.50,USD,2026-08-19T20:26:32.910237+00:00,posted
coinbase:1073145995,coinbase:BTC-USD,C,7138.89,USD,2026-08-19T23:32:48.456844+00:00,posted
coinbase:1073145994,coinbase:BTC-USD,C,1160.88,USD,2026-08-19T22:01:59.704780+00:00,posted
coinbase:1073145996,coinbase:BTC-USD,C,3015.40,USD,2026-08-21T19:48:06.391494+00:00,posted
coinbase:1073145997,coinbase:BTC-USD,C,1463.48,USD,2026-08-19T21:55:54.688291+00:00,posted
coinbase:1073145998,coinbase:BTC-USD,C,326.31,USD,2026-08-19T19:01:57.728785+00:00,posted
coinbase:1073145999,coinbase:BTC-USD,C,1160.87,USD,2026-08-19T21:38:00.703486+00:00,posted
coinbase:1073146000,coinbase:BTC-USD,D,0.00,USD,2026-08-19T23:00:38.109410+00:00,posted
coinbase:1073146001,coinbase:BTC-USD,C,0.00,USD,2026-08-19T23:16:09.816055+00:00,posted
coinbase:1073146014,coinbase:BTC-USD,C,3016.03,USD,2026-08-19T21:53:57.874131+00:00,posted
coinbase:1073146013,coinbase:BTC-USD,C,11947.16,USD,2026-08-21T15:35:20.806147+00:00,posted
coinbase:1073146012,coinbase:BTC-USD,C,687.47,USD,2026-08-19T21:03:12.832661+00:00,posted
coinbase:1073146011,coinbase:BTC-USD,C,31855.98,USD,2026-08-19T19:52:18.038075+00:00,posted
coinbase:1073146010,coinbase:BTC-USD,C,912.34,USD,2026-08-19T22:06:48.248343+00:00,posted
coinbase:1073146009,coinbase:BTC-USD,C,100.07,USD,2026-08-19T23:24:58.847255+00:00,posted
coinbase:1073146008,coinbase:BTC-USD,C,12139.11,USD,2026-08-19T22:37:55.332354+00:00,posted
coinbase:1073146007,coinbase:BTC-USD,C,75.01,USD,2026-08-19T21:50:06.540861+00:00,posted
coinbase:1073146006,coinbase:BTC-USD,C,1.17,USD,2026-08-19T21:22:52.728227+00:00,posted
coinbase:1073146005,coinbase:BTC-USD,C,525.03,USD,2026-08-20T00:00:43.355502+00:00,posted
coinbase:1073146004,coinbase:BTC-USD,C,420.01,USD,2026-08-19T21:40:56.898636+00:00,posted
coinbase:1073146003,coinbase:BTC-USD,C,872.91,USD,2026-08-19T22:28:03.180573+00:00,posted
coinbase:1073146015,coinbase:BTC-USD,D,0.01,USD,2026-08-19T20:12:15.446386+00:00,posted
coinbase:1073146016,coinbase:BTC-USD,D,0.01,USD,2026-08-20T00:00:56.466600+00:00,posted
coinbase:1073146017,coinbase:BTC-USD,C,0.00,USD,2026-08-19T20:23:31.627469+00:00,posted
coinbase:1073146019,coinbase:BTC-USD,C,137.11,USD,2026-08-19T22:37:38.544145+00:00,posted
coinbase:1073146020,coinbase:BTC-USD,C,0.00,USD,2026-08-19T21:26:23.807758+00:00,posted
coinbase:1073146021,coinbase:BTC-USD,C,0.00,USD,2026-08-19T21:49:59.338645+00:00,posted
coinbase:1073146022,coinbase:BTC-USD,D,573.11,USD,2026-08-19T22:43:10.781797+00:00,posted
coinbase:1073146024,coinbase:BTC-USD,D,418.16,USD,2026-08-19T23:40:38.079411+00:00,posted
coinbase:1073146026,coinbase:BTC-USD,D,870.59,USD,2026-08-19T20:38:55.689001+00:00,posted
coinbase:1073146025,coinbase:BTC-USD,D,2671.03,USD,2026-08-19T19:33:22.249647+00:00,posted
coinbase:1073146027,coinbase:BTC-USD,D,198.79,USD,2026-08-19T20:39:20.020066+00:00,posted
coinbase:1073146028,coinbase:BTC-USD,D,221.20,USD,2026-08-19T20:09:39.616303+00:00,posted
coinbase:1073146029,coinbase:BTC-USD,D,200.14,USD,2026-08-19T19:51:42.972434+00:00,posted
coinbase:1073146030,coinbase:BTC-USD,D,419.98,USD,2026-08-21T21:49:01.566908+00:00,posted
coinbase:1073146032,coinbase:BTC-USD,D,419.98,USD,2026-08-19T19:30:20.068627+00:00,posted
coinbase:1073146031,coinbase:BTC-USD,D,1.17,USD,2026-08-19T21:58:41.307994+00:00,posted
kraken:105348301,kraken:XBTUSD,D,50.00,USD,2026-08-19T22:26:04.968346+00:00,posted
kraken:105348302,kraken:XBTUSD,D,20.00,USD,2026-08-19T22:15:33.558394+00:00,posted
kraken:105348303,kraken:XBTUSD,D,68.54,USD,2026-08-19T19:18:13.044956+00:00,posted
kraken:105348304,kraken:XBTUSD,D,68.54,USD,2026-08-19T18:46:44.848480+00:00,posted
kraken:105348305,kraken:XBTUSD,D,6.85,USD,2026-08-19T23:51:38.429508+00:00,posted
kraken:105348306,kraken:XBTUSD,D,445.36,USD,2026-08-19T23:53:35.891393+00:00,posted
coinbase:1073146033,coinbase:BTC-USD,D,0.00,USD,2026-08-19T21:22:35.737276+00:00,posted
coinbase:1073146034,coinbase:BTC-USD,D,0.00,USD,2026-08-20T00:03:07.779842+00:00,posted
coinbase:1073146035,coinbase:BTC-USD,D,0.02,USD,2026-08-19T22:18:11.137699+00:00,posted
kraken:105348307,kraken:XBTUSD,D,14768.81,USD,2026-08-19T19:14:34.362083+00:00,posted
kraken:105348308,kraken:XBTUSD,D,1386.19,USD,2026-08-19T21:41:39.054899+00:00,posted
kraken:105348309,kraken:XBTUSD,D,784.43,USD,2026-08-19T23:54:09.093536+00:00,posted
kraken:105348310,kraken:XBTUSD,D,5346.09,USD,2026-08-19T19:42:49.322372+00:00,posted
kraken:105348311,kraken:XBTUSD,D,3383.04,USD,2026-08-19T19:43:03.656226+00:00,posted
kraken:105348312,kraken:XBTUSD,D,1028.09,USD,2026-08-21T20:24:09.521419+00:00,posted
kraken:105348313,kraken:XBTUSD,D,50.00,USD,2026-08-19T21:28:31.640984+00:00,posted
kraken:105348315,kraken:XBTUSD,D,50000.00,USD,2026-08-19T23:34:22.554542+00:00,posted
coinbase:1073146036,coinbase:BTC-USD,D,0.01,USD,2026-08-19T19:20:27.617291+00:00,posted
coinbase:1073146043,coinbase:BTC-USD,D,8451.42,USD,2026-08-19T20:18:57.513122+00:00,posted
coinbase:1073146042,coinbase:BTC-USD,D,419.98,USD,2026-08-19T21:44:20.541979+00:00,posted
coinbase:1073146041,coinbase:BTC-USD,D,419.99,USD,2026-08-19T23:54:46.690339+00:00,posted
coinbase:1073146040,coinbase:BTC-USD,D,4977.55,USD,2026-08-19T21:19:30.003631+00:00,posted
coinbase:1073146039,coinbase:BTC-USD,D,31855.71,USD,2026-08-19T19:22:13.598273+00:00,posted
coinbase:1073146038,coinbase:BTC-USD,D,11946.34,USD,2026-08-19T21:16:29.698931+00:00,posted
coinbase:1073146037,coinbase:BTC-USD,D,11946.39,USD,2026-08-19T19:46:29.933974+00:00,posted
coinbase:1073146045,coinbase:BTC-USD,D,0.00,USD,2026-08-19T22:54:57.636611+00:00,posted
coinbase:1073146046,coinbase:BTC-USD,C,0.00,USD,2026-08-19T23:27:35.289886+00:00,posted
coinbase:1073146047,coinbase:BTC-USD,C,0.00,USD,2026-08-19T23:17:58.173665+00:00,posted
coinbase:1073146048,coinbase:BTC-USD,C,0.00,USD,2026-08-19T19:13:41.392647+00:00,posted
coinbase:1073146050,coinbase:BTC-USD,D,775.64,USD,2026-08-19T19:46:02.660076+00:00,posted
coinbase:1073146049,coinbase:BTC-USD,D,420.00,USD,2026-08-21T15:47:08.037689+00:00,posted
coinbase:1073146051,coinbase:BTC-USD,D,0.01,USD,2026-08-19T20:11:07.612444+00:00,posted
coinbase:1073146052,coinbase:BTC-USD,C,0.00,USD,2026-08-22T14:19:42.311882+00:00,posted
coinbase:1073146053,coinbase:BTC-USD,D,0.12,USD,2026-08-19T20:24:42.765286+00:00,posted
coinbase:1073146054,coinbase:BTC-USD,C,0.00,USD,2026-08-19T18:48:50.868834+00:00,posted
coinbase:1073146055,coinbase:BTC-USD,D,0.01,USD,2026-08-19T22:33:41.336392+00:00,posted
coinbase:1073146056,coinbase:BTC-USD,D,0.01,USD,2026-08-19T19:37:47.101603+00:00,posted
coinbase:1073146057,coinbase:BTC-USD,C,0.00,USD,2026-08-19T23:49:42.275652+00:00,posted
kraken:105348317,kraken:XBTUSD,C,8.20,USD,2026-08-19T22:59:07.776699+00:00,posted
coinbase:1073146058,coinbase:BTC-USD,C,0.00,USD,2026-08-19T22:15:51.568216+00:00,posted
coinbase:1073146059,coinbase:BTC-USD,D,0.00,USD,2026-08-19T20:46:22.508362+00:00,posted
coinbase:1073146060,coinbase:BTC-USD,C,0.00,USD,2026-08-20T00:01:00.926596+00:00,posted
coinbase:1073146061,coinbase:BTC-USD,C,0.00,USD,2026-08-19T21:15:13.833101+00:00,posted
coinbase:1073146062,coinbase:BTC-USD,D,252.58,USD,2026-08-19T20:48:23.048196+00:00,posted
coinbase:1073146063,coinbase:BTC-USD,D,4.72,USD,2026-08-19T23:46:18.666365+00:00,posted
coinbase:1073146064,coinbase:BTC-USD,D,0.00,USD,2026-08-19T23:09:45.015127+00:00,posted
coinbase:1073146065,coinbase:BTC-USD,C,0.00,USD,2026-08-19T22:56:30.386701+00:00,posted
coinbase:1073146077,coinbase:BTC-USD,D,44864.62,USD,2026-08-19T22:01:42.807599+00:00,posted
coinbase:1073146076,coinbase:BTC-USD,D,61678.46,USD,2026-08-19T21:38:30.712974+00:00,posted
coinbase:1073146075,coinbase:BTC-USD,D,11946.55,USD,2026-08-19T20:44:29.021578+00:00,posted
coinbase:1073146074,coinbase:BTC-USD,D,4320.05,USD,2026-08-21T20:12:48.125670+00:00,posted
coinbase:1073146073,coinbase:BTC-USD,D,413.59,USD,2026-08-19T23:43:02.866754+00:00,posted
