trade_id_ref,venue,notional,taker_fee_bps_applied,expected_fee_usd,actual_fee_usd,delta_usd,match_status,injected_discrepancy_type
coinbase:1073146688,coinbase,1.16667362,60.0,0.00700004,0.00700004,0.00000000,matched,none
coinbase:1073146690,coinbase,4.08061256,60.0,0.02448368,0.02448368,0.00000000,matched,none
coinbase:1073146691,coinbase,137.25572000,60.0,0.82353432,0.82353432,0.00000000,matched,none
coinbase:1073146692,coinbase,0.00068628,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146693,coinbase,13.18821586,60.0,0.07912930,0.07912930,0.00000000,matched,none
coinbase:1073146694,coinbase,0.00068628,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146696,coinbase,670.78439031,60.0,4.02470634,4.02470634,0.00000000,matched,none
coinbase:1073146695,coinbase,8.26691081,60.0,0.04960146,0.04960146,0.00000000,matched,none
coinbase:1073146697,coinbase,0.00068628,60.0,0.00000412,0.00000412,0.00000000,matched,none
kraken:105348400,kraken,99.94859730,80.0,0.79958878,0.79958878,0.00000000,matched,none
kraken:105348401,kraken,50.00036623,80.0,0.40000293,0.40000293,0.00000000,matched,none
kraken:105348402,kraken,38.66639000,80.0,0.30933112,0.30933112,0.00000000,matched,none
kraken:105348403,kraken,3953.18201600,80.0,31.62545613,31.62545613,0.00000000,matched,none
kraken:105348404,kraken,858.16202959,80.0,6.86529624,13.73059248,6.86529624,discrepant,double_billed
coinbase:1073146698,coinbase,0.00068628,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146702,coinbase,3.14933204,60.0,0.01889599,0.01889599,0.00000000,matched,none
coinbase:1073146701,coinbase,9141.22962000,60.0,54.84737772,54.84737772,0.00000000,matched,none
coinbase:1073146700,coinbase,74.99994587,60.0,0.44999968,0.44999968,0.00000000,matched,none
coinbase:1073146699,coinbase,419.99969689,60.0,2.51999818,2.51999818,0.00000000,matched,none
coinbase:1073146703,coinbase,419.98917055,60.0,2.51993502,2.51993502,0.00000000,matched,none
coinbase:1073146704,coinbase,184.68115097,60.0,1.10808691,1.10808691,0.00000000,matched,none
coinbase:1073146705,coinbase,25.19196606,60.0,0.15115180,0.15115180,0.00000000,matched,none
coinbase:1073146706,coinbase,210.11605353,60.0,1.26069632,1.26069632,0.00000000,matched,none
coinbase:1073146707,coinbase,0.01784279,60.0,0.00010706,0.00010706,0.00000000,matched,none
coinbase:1073146708,coinbase,0.00549009,60.0,0.00003294,0.00003294,0.00000000,matched,none
coinbase:1073146711,coinbase,0.66979113,60.0,0.00401875,0.00401875,0.00000000,matched,none
coinbase:1073146710,coinbase,419.99746689,60.0,2.51998480,2.51998480,0.00000000,matched,none
coinbase:1073146709,coinbase,75.00021463,60.0,0.45000129,,,missing,missing_line
coinbase:1073146713,coinbase,0.64645814,60.0,0.00387875,0.00387875,0.00000000,matched,none
coinbase:1073146712,coinbase,112.70470972,60.0,0.67622826,0.67622826,0.00000000,matched,none
coinbase:1073146714,coinbase,419.99746689,60.0,2.51998480,2.51998480,0.00000000,matched,none
coinbase:1073146715,coinbase,0.00068626,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146717,coinbase,419.99952568,60.0,2.51999715,2.51999715,0.00000000,matched,none
coinbase:1073146716,coinbase,75.00219467,60.0,0.45001317,0.45001317,0.00000000,matched,none
coinbase:1073146719,coinbase,419.99952568,60.0,2.51999715,2.51999715,0.00000000,matched,none
coinbase:1073146718,coinbase,74.99944962,60.0,0.44999670,0.44999670,0.00000000,matched,none
coinbase:1073146720,coinbase,75.00082214,60.0,0.45000493,0.45000493,0.00000000,matched,none
coinbase:1073146721,coinbase,0.00068625,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146722,coinbase,0.00274489,60.0,0.00001647,0.00001647,0.00000000,matched,none
coinbase:1073146723,coinbase,2.18716990,60.0,0.01312302,0.01312302,0.00000000,matched,none
coinbase:1073146726,coinbase,40482.52142380,60.0,242.89512854,242.89512854,0.00000000,matched,none
coinbase:1073146725,coinbase,686.28700000,60.0,4.11772200,4.11772200,0.00000000,matched,none
coinbase:1073146724,coinbase,6.99112010,60.0,0.04194672,0.04194672,0.00000000,matched,none
coinbase:1073146727,coinbase,17967.84117570,60.0,107.80704705,107.80704705,0.00000000,matched,none
coinbase:1073146728,coinbase,14604.69047900,60.0,87.62814287,87.62814287,0.00000000,matched,none
coinbase:1073146729,coinbase,16591.90918920,60.0,99.55145514,99.55145514,0.00000000,matched,none
coinbase:1073146730,coinbase,8108.49586740,60.0,48.65097520,48.65097520,0.00000000,matched,none
coinbase:1073146731,coinbase,0.00068630,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146732,coinbase,606.10062158,60.0,3.63660373,3.63660373,0.00000000,matched,none
coinbase:1073146733,coinbase,0.00068630,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146734,coinbase,481.88829020,60.0,2.89132974,2.89132974,0.00000000,matched,none
coinbase:1073146735,coinbase,3500.07921380,60.0,21.00047528,21.00047528,0.00000000,matched,none
coinbase:1073146736,coinbase,7648.31318730,60.0,45.88987912,45.88987912,0.00000000,matched,none
coinbase:1073146737,coinbase,6863.00000000,60.0,41.17800000,41.17800000,0.00000000,matched,none
coinbase:1073146738,coinbase,11969.50985940,60.0,71.81705916,71.81705916,0.00000000,matched,none
coinbase:1073146739,coinbase,6863.00000000,60.0,41.17800000,41.17800000,0.00000000,matched,none
coinbase:1073146740,coinbase,1600.78147705,60.0,9.60468886,9.60468886,0.00000000,matched,none
coinbase:1073146742,coinbase,1.16672836,60.0,0.00700037,0.00700037,0.00000000,matched,none
coinbase:1073146741,coinbase,2178.74994160,60.0,13.07249965,13.07249965,0.00000000,matched,none
kraken:105348405,kraken,1029.96209334,80.0,8.23969675,8.23969675,0.00000000,matched,none
coinbase:1073146743,coinbase,0.00068634,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146744,coinbase,1.16609676,60.0,0.00699658,0.00699658,0.00000000,matched,none
coinbase:1073146745,coinbase,0.00068638,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146746,coinbase,0.00892288,60.0,0.00005354,0.00005354,0.00000000,matched,none
coinbase:1073146748,coinbase,1.16689258,60.0,0.00700136,0.00700136,0.00000000,matched,none
coinbase:1073146747,coinbase,1.16615146,60.0,0.00699691,0.00699691,0.00000000,matched,none
kraken:105348406,kraken,2.28138225,80.0,0.01825106,0.01825106,0.00000000,matched,none
coinbase:1073146749,coinbase,0.00480463,60.0,0.00002883,0.00002883,0.00000000,matched,none
coinbase:1073146750,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146751,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146752,coinbase,133.78307162,60.0,0.80269843,0.80269843,0.00000000,matched,none
coinbase:1073146753,coinbase,17.12941146,60.0,0.10277647,0.10277647,0.00000000,matched,none
coinbase:1073146756,coinbase,87.01140351,60.0,0.52206842,0.52206842,0.00000000,matched,none
coinbase:1073146755,coinbase,7838.82389800,60.0,47.03294339,47.03294339,0.00000000,matched,none
coinbase:1073146754,coinbase,75.00148267,60.0,0.45000890,0.45000890,0.00000000,matched,none
coinbase:1073146757,coinbase,2322.78309120,60.0,13.93669855,13.93669855,0.00000000,matched,none
coinbase:1073146758,coinbase,78.19880640,60.0,0.46919284,0.46919284,0.00000000,matched,none
coinbase:1073146759,coinbase,76.04556960,60.0,0.45627342,0.45627342,0.00000000,matched,none
coinbase:1073146760,coinbase,519.59175840,60.0,3.11755055,3.11755055,0.00000000,matched,none
coinbase:1073146761,coinbase,0.00068639,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146763,coinbase,137.22058973,60.0,0.82332354,0.82332354,0.00000000,matched,none
coinbase:1073146762,coinbase,100.19862932,60.0,0.60119178,0.60119178,0.00000000,matched,none
coinbase:1073146764,coinbase,0.00068637,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146765,coinbase,0.00068638,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146766,coinbase,0.00068637,60.0,0.00000412,,,missing,missing_line
coinbase:1073146767,coinbase,0.00205908,60.0,0.00001235,0.00001235,0.00000000,matched,none
coinbase:1073146768,coinbase,0.00205908,60.0,0.00001235,0.00425245,0.00424010,discrepant,rounding_error
coinbase:1073146770,coinbase,7999.99994877,60.0,47.99999969,47.99999969,0.00000000,matched,none
coinbase:1073146769,coinbase,100.20245533,60.0,0.60121473,0.60121473,0.00000000,matched,none
coinbase:1073146776,coinbase,500.99972733,60.0,3.00599836,3.00599836,0.00000000,matched,none
coinbase:1073146775,coinbase,1.16705680,60.0,0.00700234,0.00700234,0.00000000,matched,none
coinbase:1073146774,coinbase,1.16700206,60.0,0.00700201,0.00700201,0.00000000,matched,none
coinbase:1073146773,coinbase,1.16694732,60.0,0.00700168,0.00700168,0.00000000,matched,none
coinbase:1073146772,coinbase,1990.58552000,60.0,11.94351312,11.94351312,0.00000000,matched,none
coinbase:1073146771,coinbase,0.07550236,60.0,0.00045301,0.00045301,0.00000000,matched,none
kraken:105348407,kraken,1502.25020408,80.0,12.01800163,12.01800163,0.00000000,matched,none
kraken:105348408,kraken,50.00042436,80.0,0.40000339,0.40000339,0.00000000,matched,none
kraken:105348409,kraken,3.49927320,80.0,0.02799419,,,missing,missing_line
coinbase:1073146777,coinbase,199.07980900,60.0,1.19447885,1.19447885,0.00000000,matched,none
coinbase:1073146778,coinbase,0.01029723,60.0,0.00006178,0.00006178,0.00000000,matched,none
coinbase:1073146779,coinbase,1.34138602,60.0,0.00804832,0.00804832,0.00000000,matched,none
coinbase:1073146781,coinbase,74.33681676,60.0,0.44602090,0.44602090,0.00000000,matched,none
coinbase:1073146780,coinbase,1.16689258,60.0,0.00700136,0.00700136,0.00000000,matched,none
coinbase:1073146782,coinbase,3431.88969573,60.0,20.59133817,20.59133817,0.00000000,matched,none
coinbase:1073146784,coinbase,7398.47138800,60.0,44.39082833,44.39082833,0.00000000,matched,none
coinbase:1073146783,coinbase,74.98810583,60.0,0.44992863,0.44992863,0.00000000,matched,none
coinbase:1073146785,coinbase,707.10038040,60.0,4.24260228,4.24260228,0.00000000,matched,none
coinbase:1073146786,coinbase,1130.25168510,60.0,6.78151011,6.78151011,0.00000000,matched,none
coinbase:1073146787,coinbase,940.77866740,60.0,5.64467200,5.64467200,0.00000000,matched,none
coinbase:1073146788,coinbase,15.07114800,60.0,0.09042689,0.09042689,0.00000000,matched,none
coinbase:1073146789,coinbase,492.89585590,60.0,2.95737514,2.95737514,0.00000000,matched,none
coinbase:1073146790,coinbase,87.97611070,60.0,0.52785666,0.52785666,0.00000000,matched,none
coinbase:1073146791,coinbase,585.58067090,60.0,3.51348403,3.51348403,0.00000000,matched,none
coinbase:1073146792,coinbase,12.73841430,60.0,0.07643049,0.07643049,0.00000000,matched,none
coinbase:1073146793,coinbase,251.20638900,60.0,1.50723833,1.50723833,0.00000000,matched,none
coinbase:1073146794,coinbase,152.04976500,60.0,0.91229859,0.91229859,0.00000000,matched,none
coinbase:1073146795,coinbase,25.24966330,60.0,0.15149798,,,missing,missing_line
coinbase:1073146796,coinbase,24.41306360,60.0,0.14647838,0.14647838,0.00000000,matched,none
coinbase:1073146797,coinbase,63.84031230,60.0,0.38304187,0.38304187,0.00000000,matched,none
coinbase:1073146798,coinbase,248.34520430,60.0,1.49007123,1.49007123,0.00000000,matched,none
coinbase:1073146799,coinbase,26.63255780,60.0,0.15979535,0.15979535,0.00000000,matched,none
coinbase:1073146800,coinbase,63.62001000,60.0,0.38172006,0.38172006,0.00000000,matched,none
coinbase:1073146801,coinbase,105.52274280,60.0,0.63313646,1.05644412,0.42330766,discrepant,rate_misapplied
coinbase:1073146802,coinbase,856.38023860,60.0,5.13828143,5.13828143,0.00000000,matched,none
coinbase:1073146803,coinbase,143.55817510,60.0,0.86134905,0.86134905,0.00000000,matched,none
coinbase:1073146804,coinbase,10.84148110,60.0,0.06504889,0.06504889,0.00000000,matched,none
coinbase:1073146805,coinbase,27.25709080,60.0,0.16354254,0.16354254,0.00000000,matched,none
coinbase:1073146806,coinbase,18.39146740,60.0,0.11034880,0.11034880,0.00000000,matched,none
coinbase:1073146807,coinbase,16.41423710,60.0,0.09848542,0.09848542,0.00000000,matched,none
coinbase:1073146808,coinbase,80.46730240,60.0,0.48280381,0.48280381,0.00000000,matched,none
coinbase:1073146809,coinbase,10.94099460,60.0,0.06564597,0.06564597,0.00000000,matched,none
coinbase:1073146810,coinbase,32.93210550,60.0,0.19759263,0.19759263,0.00000000,matched,none
coinbase:1073146811,coinbase,71.71835000,60.0,0.43031010,0.43031010,0.00000000,matched,none
coinbase:1073146812,coinbase,170.80497140,60.0,1.02482983,2.04965966,1.02482983,discrepant,double_billed
coinbase:1073146813,coinbase,55.83668170,60.0,0.33502009,0.33502009,0.00000000,matched,none
coinbase:1073146814,coinbase,25.39310000,60.0,0.15235860,0.15235860,0.00000000,matched,none
coinbase:1073146815,coinbase,93.97643160,60.0,0.56385859,0.56385859,0.00000000,matched,none
coinbase:1073146816,coinbase,11.66435480,60.0,0.06998613,0.06998613,0.00000000,matched,none
coinbase:1073146817,coinbase,77.44689610,60.0,0.46468138,0.46468138,0.00000000,matched,none
coinbase:1073146818,coinbase,20.93901300,60.0,0.12563408,0.12563408,0.00000000,matched,none
coinbase:1073146819,coinbase,404.12638240,60.0,2.42475829,2.42475829,0.00000000,matched,none
coinbase:1073146820,coinbase,831.04410150,60.0,4.98626461,4.98626461,0.00000000,matched,none
coinbase:1073146821,coinbase,754.90657000,60.0,4.52943942,4.52943942,0.00000000,matched,none
coinbase:1073146822,coinbase,137.25574000,60.0,0.82353444,0.82353444,0.00000000,matched,none
coinbase:1073146824,coinbase,5453.84985769,60.0,32.72309915,32.72309915,0.00000000,matched,none
coinbase:1073146823,coinbase,1.16667362,60.0,0.00700004,0.00700004,0.00000000,matched,none
coinbase:1073146825,coinbase,137.25574000,60.0,0.82353444,0.82353444,0.00000000,matched,none
coinbase:1073146826,coinbase,498.12777275,60.0,2.98876664,2.98876664,0.00000000,matched,none
kraken:105348410,kraken,33.27249485,80.0,0.26617996,0.26617996,0.00000000,matched,none
coinbase:1073146827,coinbase,3019.62628000,60.0,18.11775768,18.11775768,0.00000000,matched,none
coinbase:1073146832,coinbase,19107.38860530,60.0,114.64433163,114.64433163,0.00000000,matched,none
coinbase:1073146831,coinbase,10000.00020715,60.0,60.00000124,60.00000124,0.00000000,matched,none
coinbase:1073146830,coinbase,1.16683784,60.0,0.00700103,0.00700103,0.00000000,matched,none
coinbase:1073146829,coinbase,8000.00026587,60.0,48.00000160,48.00000160,0.00000000,matched,none
coinbase:1073146828,coinbase,200.37671887,60.0,1.20226031,1.20226031,0.00000000,matched,none
coinbase:1073146836,coinbase,1990.59277000,60.0,11.94355662,11.94355662,0.00000000,matched,none
coinbase:1073146835,coinbase,500.42053484,60.0,3.00252321,3.00252321,0.00000000,matched,none
coinbase:1073146834,coinbase,1487.10099430,60.0,8.92260597,8.92260597,0.00000000,matched,none
coinbase:1073146833,coinbase,1423.87228160,60.0,8.54323369,8.54323369,0.00000000,matched,none
coinbase:1073146837,coinbase,10000.00082887,60.0,60.00000497,60.00169753,0.00169256,matched,rounding_error
coinbase:1073146838,coinbase,0.01029656,60.0,0.00006178,0.00006178,0.00000000,matched,none
coinbase:1073146839,coinbase,0.00137290,60.0,0.00000824,0.00000824,0.00000000,matched,none
coinbase:1073146841,coinbase,580.08739111,60.0,3.48052435,3.48052435,0.00000000,matched,none
coinbase:1073146840,coinbase,3020.36806710,60.0,18.12220840,18.12220840,0.00000000,matched,none
kraken:105348411,kraken,1635.51959802,80.0,13.08415678,13.08415678,0.00000000,matched,none
kraken:105348412,kraken,99.97132650,80.0,0.79977061,0.79977061,0.00000000,matched,none
kraken:105348413,kraken,46.18785067,80.0,0.36950281,0.36950281,0.00000000,matched,none
coinbase:1073146842,coinbase,0.00068645,60.0,0.00000412,0.00000412,0.00000000,matched,none
kraken:105348414,kraken,0.99010724,80.0,0.00792086,0.00792086,0.00000000,matched,none
coinbase:1073146843,coinbase,10472.41506835,60.0,62.83449041,62.83449041,0.00000000,matched,none
coinbase:1073146844,coinbase,149.89338438,60.0,0.89936031,1.79872062,0.89936031,discrepant,double_billed
coinbase:1073146845,coinbase,50.86370782,60.0,0.30518225,0.30518225,0.00000000,matched,none
coinbase:1073146846,coinbase,78.40879066,60.0,0.47045274,0.47045274,0.00000000,matched,none
coinbase:1073146847,coinbase,29.02231808,60.0,0.17413391,0.17031616,-0.00381775,matched,rounding_error
coinbase:1073146848,coinbase,48.72405065,60.0,0.29234430,0.29234430,0.00000000,matched,none
coinbase:1073146849,coinbase,201.54993918,60.0,1.20929964,1.20929964,0.00000000,matched,none
coinbase:1073146850,coinbase,236.05422779,60.0,1.41632537,1.41632537,0.00000000,matched,none
coinbase:1073146851,coinbase,524.60179001,60.0,3.14761074,3.14761074,0.00000000,matched,none
coinbase:1073146852,coinbase,21.35607128,60.0,0.12813643,0.12813643,0.00000000,matched,none
coinbase:1073146853,coinbase,327.41422532,60.0,1.96448535,1.96448535,0.00000000,matched,none
coinbase:1073146854,coinbase,16.68342247,60.0,0.10010053,0.10010053,0.00000000,matched,none
coinbase:1073146855,coinbase,56.02030219,60.0,0.33612181,0.33612181,0.00000000,matched,none
coinbase:1073146856,coinbase,23.94123295,60.0,0.14364740,0.14364740,0.00000000,matched,none
coinbase:1073146857,coinbase,45.08931061,60.0,0.27053586,0.27053586,0.00000000,matched,none
coinbase:1073146858,coinbase,60.93114832,60.0,0.36558689,0.36558689,0.00000000,matched,none
coinbase:1073146859,coinbase,20.52890193,60.0,0.12317341,0.12317341,0.00000000,matched,none
coinbase:1073146860,coinbase,38.38340400,60.0,0.23030042,0.23030042,0.00000000,matched,none
coinbase:1073146861,coinbase,18.43729609,60.0,0.11062378,0.11062378,0.00000000,matched,none
coinbase:1073146862,coinbase,772.20412577,60.0,4.63322475,4.63322475,0.00000000,matched,none
coinbase:1073146863,coinbase,545.85214836,60.0,3.27511289,3.27511289,0.00000000,matched,none
coinbase:1073146864,coinbase,883.95848150,60.0,5.30375089,5.30375089,0.00000000,matched,none
coinbase:1073146865,coinbase,0.00068645,60.0,0.00000412,0.00000412,0.00000000,matched,none
kraken:105348415,kraken,2.82348667,80.0,0.02258789,0.02258789,0.00000000,matched,none
kraken:105348416,kraken,3.49945170,80.0,0.02799561,0.02799561,0.00000000,matched,none
kraken:105348417,kraken,4994.01795682,80.0,39.95214365,39.95214365,0.00000000,matched,none
coinbase:1073146866,coinbase,0.00068645,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146867,coinbase,0.00686430,60.0,0.00004119,0.00004119,0.00000000,matched,none
kraken:105348418,kraken,1868.72204318,80.0,14.94977635,14.94977635,0.00000000,matched,none
kraken:105348419,kraken,50.00947265,80.0,0.40007578,0.39954326,-0.00053252,matched,rounding_error
kraken:105348420,kraken,68.62740000,80.0,0.54901920,0.54901920,0.00000000,matched,none
kraken:105348421,kraken,6.86274000,80.0,0.05490192,0.05554361,0.00064169,matched,rounding_error
kraken:105348422,kraken,99.99405570,80.0,0.79995245,0.80042894,0.00047649,matched,rounding_error
kraken:105348423,kraken,6025.37399275,80.0,48.20299194,48.20299194,0.00000000,matched,none
kraken:105348424,kraken,13.59062100,80.0,0.10872497,0.10872497,0.00000000,matched,none
kraken:105348425,kraken,8.37401900,80.0,0.06699215,0.06699215,0.00000000,matched,none
kraken:105348426,kraken,7550.65300000,80.0,60.40522400,60.40522400,0.00000000,matched,none
kraken:105348427,kraken,99.94828480,80.0,0.79958628,0.79958628,0.00000000,matched,none
kraken:105348428,kraken,8999.23740974,80.0,71.99389928,71.99389928,0.00000000,matched,none
kraken:105348429,kraken,27459.08000000,80.0,219.67264000,219.67264000,0.00000000,matched,none
kraken:105348430,kraken,249.99046126,80.0,1.99992369,1.99992369,0.00000000,matched,none
kraken:105348431,kraken,10000.36687461,80.0,80.00293500,80.00293500,0.00000000,matched,none
kraken:105348432,kraken,199.99941800,80.0,1.59999534,1.59999534,0.00000000,matched,none
kraken:105348433,kraken,3383.56459009,80.0,27.06851672,27.06851672,0.00000000,matched,none
kraken:105348434,kraken,15000.85657034,80.0,120.00685256,120.00685256,0.00000000,matched,none
kraken:105348435,kraken,2002.99881286,80.0,16.02399050,16.02399050,0.00000000,matched,none
kraken:105348436,kraken,18381.88122564,80.0,147.05504981,147.05504981,0.00000000,matched,none
coinbase:1073146868,coinbase,0.00068643,60.0,0.00000412,,,missing,missing_line
coinbase:1073146869,coinbase,0.00068645,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146871,coinbase,11375.74743274,60.0,68.25448460,68.25448460,0.00000000,matched,none
coinbase:1073146870,coinbase,100.20302096,60.0,0.60121813,0.60121813,0.00000000,matched,none
coinbase:1073146873,coinbase,1317.12259211,60.0,7.90273555,7.90273555,0.00000000,matched,none
coinbase:1073146872,coinbase,2.00300799,60.0,0.01201805,0.01201805,0.00000000,matched,none
coinbase:1073146874,coinbase,0.00823716,60.0,0.00004942,0.00004942,0.00000000,matched,none
coinbase:1073146875,coinbase,0.00068643,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146876,coinbase,0.00549128,60.0,0.00003295,,,missing,missing_line
coinbase:1073146877,coinbase,0.00068638,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146878,coinbase,5050.58074252,60.0,30.30348446,30.30842570,0.00494124,matched,rounding_error
coinbase:1073146881,coinbase,686.29931370,60.0,4.11779588,4.11779588,0.00000000,matched,none
coinbase:1073146880,coinbase,1.16672836,60.0,0.00700037,0.01133813,0.00433776,discrepant,rounding_error
coinbase:1073146879,coinbase,1.16678310,60.0,0.00700070,0.00375555,-0.00324515,discrepant,rate_misapplied
coinbase:1073146882,coinbase,0.00068630,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146883,coinbase,9419.99800560,60.0,56.51998803,56.51998803,0.00000000,matched,none
coinbase:1073146884,coinbase,74.99034890,60.0,0.44994209,0.44994209,0.00000000,matched,none
coinbase:1073146885,coinbase,74.99034890,60.0,0.44994209,0.44994209,0.00000000,matched,none
coinbase:1073146886,coinbase,74.99034890,60.0,0.44994209,0.44994209,0.00000000,matched,none
coinbase:1073146887,coinbase,74.99034890,60.0,0.44994209,0.44994209,0.00000000,matched,none
coinbase:1073146888,coinbase,74.99034890,60.0,0.44994209,0.44994209,0.00000000,matched,none
coinbase:1073146889,coinbase,74.99034890,60.0,0.44994209,0.44994209,0.00000000,matched,none
coinbase:1073146891,coinbase,1186.83717155,60.0,7.12102303,7.12102303,0.00000000,matched,none
coinbase:1073146890,coinbase,418.63122700,60.0,2.51178736,2.51178736,0.00000000,matched,none
coinbase:1073146892,coinbase,28.48056190,60.0,0.17088337,0.17088337,0.00000000,matched,none
coinbase:1073146893,coinbase,0.00068629,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146894,coinbase,0.00068631,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146895,coinbase,49.50130827,60.0,0.29700785,0.29700785,0.00000000,matched,none
coinbase:1073146896,coinbase,0.00068631,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146897,coinbase,0.00480419,60.0,0.00002883,0.00002883,0.00000000,matched,none
coinbase:1073146898,coinbase,0.00068631,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146899,coinbase,0.00343156,60.0,0.00002059,0.00002059,0.00000000,matched,none
coinbase:1073146900,coinbase,0.00411798,60.0,0.00002471,0.00002471,0.00000000,matched,none
coinbase:1073146901,coinbase,0.00068633,60.0,0.00000412,0.00000824,0.00000412,discrepant,double_billed
coinbase:1073146902,coinbase,0.00068633,60.0,0.00000412,0.00000584,0.00000172,discrepant,rate_misapplied
coinbase:1073146903,coinbase,0.00068633,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146904,coinbase,11.32170958,60.0,0.06793026,0.06793026,0.00000000,matched,none
coinbase:1073146905,coinbase,0.00068633,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146906,coinbase,0.00960863,60.0,0.00005765,0.00005765,0.00000000,matched,none
coinbase:1073146907,coinbase,0.00068633,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146908,coinbase,0.00068633,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146909,coinbase,0.00754964,60.0,0.00004530,0.00004530,0.00000000,matched,none
coinbase:1073146910,coinbase,0.01372661,60.0,0.00008236,0.00008236,0.00000000,matched,none
coinbase:1073146911,coinbase,0.00480431,60.0,0.00002883,0.00002883,0.00000000,matched,none
coinbase:1073146912,coinbase,0.00274532,60.0,0.00001647,0.00001647,0.00000000,matched,none
coinbase:1073146913,coinbase,0.00686331,60.0,0.00004118,0.00004118,0.00000000,matched,none
coinbase:1073146916,coinbase,14.82330220,60.0,0.08893981,0.08893981,0.00000000,matched,none
coinbase:1073146915,coinbase,1.16683784,60.0,0.00700103,0.01400206,0.00700103,discrepant,double_billed
coinbase:1073146914,coinbase,3.27036579,60.0,0.01962219,0.01962219,0.00000000,matched,none
coinbase:1073146917,coinbase,0.00068639,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146918,coinbase,0.00068639,60.0,0.00000412,0.00000190,-0.00000222,discrepant,rate_misapplied
coinbase:1073146920,coinbase,63.81858530,60.0,0.38291151,0.38291151,0.00000000,matched,none
coinbase:1073146919,coinbase,35.87079889,60.0,0.21522479,,,missing,missing_line
coinbase:1073146921,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146922,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146923,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146924,coinbase,0.00205922,60.0,0.00001236,0.00001236,0.00000000,matched,none
coinbase:1073146925,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146926,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146927,coinbase,0.00274563,60.0,0.00001647,0.00001647,0.00000000,matched,none
coinbase:1073146928,coinbase,801.02770940,60.0,4.80616626,4.80616626,0.00000000,matched,none
coinbase:1073146929,coinbase,0.00205922,60.0,0.00001236,0.00001236,0.00000000,matched,none
coinbase:1073146930,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146931,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146932,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146934,coinbase,288.53199496,60.0,1.73119197,1.73119197,0.00000000,matched,none
coinbase:1073146933,coinbase,7.57519096,60.0,0.04545115,0.04545115,0.00000000,matched,none
coinbase:1073146935,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146936,coinbase,0.00137281,60.0,0.00000824,0.00000824,0.00000000,matched,none
coinbase:1073146937,coinbase,1.16140132,60.0,0.00696841,0.00696841,0.00000000,matched,none
coinbase:1073146939,coinbase,105.15761368,60.0,0.63094568,0.63094568,0.00000000,matched,none
coinbase:1073146938,coinbase,200.40968217,60.0,1.20245809,1.20245809,0.00000000,matched,none
coinbase:1073146940,coinbase,0.00068644,60.0,0.00000412,0.00000412,0.00000000,matched,none
coinbase:1073146941,coinbase,0.00068641,60.0,0.00000412,0.00000412,0.00000000,matched,none
