trade_id_ref,venue,actual_fee_usd,injected_discrepancy_type
kraken:105348420,kraken,0.54901920,none
kraken:105348421,kraken,0.05554361,rounding_error
kraken:105348422,kraken,0.80042894,rounding_error
kraken:105348423,kraken,48.20299194,none
kraken:105348424,kraken,0.10872497,none
kraken:105348425,kraken,0.06699215,none
kraken:105348426,kraken,60.40522400,none
kraken:105348427,kraken,0.79958628,none
kraken:105348428,kraken,71.99389928,none
kraken:105348429,kraken,219.67264000,none
kraken:105348430,kraken,1.99992369,none
kraken:105348431,kraken,80.00293500,none
kraken:105348432,kraken,1.59999534,none
kraken:105348433,kraken,27.06851672,none
kraken:105348434,kraken,120.00685256,none
kraken:105348435,kraken,16.02399050,none
kraken:105348436,kraken,147.05504981,none
coinbase:1073146869,coinbase,0.00000412,none
coinbase:1073146871,coinbase,68.25448460,none
coinbase:1073146870,coinbase,0.60121813,none
coinbase:1073146873,coinbase,7.90273555,none
coinbase:1073146872,coinbase,0.01201805,none
coinbase:1073146874,coinbase,0.00004942,none
coinbase:1073146875,coinbase,0.00000412,none
coinbase:1073146877,coinbase,0.00000412,none
coinbase:1073146878,coinbase,30.30842570,rounding_error
coinbase:1073146881,coinbase,4.11779588,none
coinbase:1073146880,coinbase,0.01133813,rounding_error
coinbase:1073146879,coinbase,0.00375555,rate_misapplied
coinbase:1073146882,coinbase,0.00000412,none
coinbase:1073146883,coinbase,56.51998803,none
coinbase:1073146884,coinbase,0.44994209,none
coinbase:1073146885,coinbase,0.44994209,none
coinbase:1073146886,coinbase,0.44994209,none
coinbase:1073146887,coinbase,0.44994209,none
coinbase:1073146888,coinbase,0.44994209,none
coinbase:1073146889,coinbase,0.44994209,none
coinbase:1073146891,coinbase,7.12102303,none
coinbase:1073146890,coinbase,2.51178736,none
coinbase:1073146892,coinbase,0.17088337,none
coinbase:1073146893,coinbase,0.00000412,none
coinbase:1073146894,coinbase,0.00000412,none
coinbase:1073146895,coinbase,0.29700785,none
coinbase:1073146896,coinbase,0.00000412,none
coinbase:1073146897,coinbase,0.00002883,none
coinbase:1073146898,coinbase,0.00000412,none
coinbase:1073146899,coinbase,0.00002059,none
coinbase:1073146900,coinbase,0.00002471,none
coinbase:1073146901,coinbase,0.00000824,double_billed
coinbase:1073146902,coinbase,0.00000584,rate_misapplied
coinbase:1073146903,coinbase,0.00000412,none
coinbase:1073146904,coinbase,0.06793026,none
coinbase:1073146905,coinbase,0.00000412,none
coinbase:1073146906,coinbase,0.00005765,none
coinbase:1073146907,coinbase,0.00000412,none
coinbase:1073146908,coinbase,0.00000412,none
coinbase:1073146909,coinbase,0.00004530,none
coinbase:1073146910,coinbase,0.00008236,none
coinbase:1073146911,coinbase,0.00002883,none
coinbase:1073146912,coinbase,0.00001647,none
coinbase:1073146913,coinbase,0.00004118,none
coinbase:1073146916,coinbase,0.08893981,none
coinbase:1073146915,coinbase,0.01400206,double_billed
coinbase:1073146914,coinbase,0.01962219,none
coinbase:1073146917,coinbase,0.00000412,none
coinbase:1073146918,coinbase,0.00000190,rate_misapplied
coinbase:1073146920,coinbase,0.38291151,none
coinbase:1073146921,coinbase,0.00000412,none
coinbase:1073146922,coinbase,0.00000412,none
coinbase:1073146923,coinbase,0.00000412,none
coinbase:1073146924,coinbase,0.00001236,none
coinbase:1073146925,coinbase,0.00000412,none
coinbase:1073146926,coinbase,0.00000412,none
coinbase:1073146927,coinbase,0.00001647,none
coinbase:1073146928,coinbase,4.80616626,none
coinbase:1073146929,coinbase,0.00001236,none
coinbase:1073146930,coinbase,0.00000412,none
coinbase:1073146931,coinbase,0.00000412,none
coinbase:1073146932,coinbase,0.00000412,none
coinbase:1073146934,coinbase,1.73119197,none
coinbase:1073146933,coinbase,0.04545115,none
coinbase:1073146935,coinbase,0.00000412,none
coinbase:1073146936,coinbase,0.00000824,none
coinbase:1073146937,coinbase,0.00696841,none
coinbase:1073146939,coinbase,0.63094568,none
coinbase:1073146938,coinbase,1.20245809,none
coinbase:1073146940,coinbase,0.00000412,none
coinbase:1073146941,coinbase,0.00000412,none
coinbase:1073146942,coinbase,60.04398239,none
coinbase:1073146943,coinbase,1.07544099,none
coinbase:1073146944,coinbase,0.00002471,none
coinbase:1073146946,coinbase,0.00001647,none
coinbase:1073146947,coinbase,0.00000412,none
coinbase:1073146948,coinbase,0.00000412,none
coinbase:1073146949,coinbase,0.00000412,none
coinbase:1073146950,coinbase,0.00000412,none
coinbase:1073146951,coinbase,0.00003295,none
coinbase:1073146952,coinbase,0.00000824,none
coinbase:1073146953,coinbase,0.48907344,none
coinbase:1073146954,coinbase,0.00005354,none
coinbase:1073146955,coinbase,18.02626228,none
coinbase:1073146956,coinbase,0.01359086,none
coinbase:1073146959,coinbase,3.21315597,none
coinbase:1073146958,coinbase,0.04766555,none
coinbase:1073146957,coinbase,0.00699757,none
coinbase:1073146962,coinbase,0.00700267,none
coinbase:1073146961,coinbase,0.00700234,none
coinbase:1073146960,coinbase,0.00700201,none
coinbase:1073146964,coinbase,0.14580352,none
coinbase:1073146965,coinbase,0.00000412,none
coinbase:1073146966,coinbase,0.00001236,none
coinbase:1073146967,coinbase,0.05891477,rounding_error
coinbase:1073146968,coinbase,0.02068193,none
coinbase:1073146969,coinbase,0.00001236,none
coinbase:1073146970,coinbase,0.00002883,none
coinbase:1073146972,coinbase,0.65632624,none
coinbase:1073146973,coinbase,0.01290080,none
coinbase:1073146974,coinbase,0.00000276,rate_misapplied
coinbase:1073146975,coinbase,0.00000412,none
coinbase:1073146976,coinbase,0.05900932,none
coinbase:1073146977,coinbase,0.00005355,none
coinbase:1073146978,coinbase,0.02822150,none
coinbase:1073146979,coinbase,0.00000824,double_billed
coinbase:1073146980,coinbase,0.00000412,none
coinbase:1073146981,coinbase,0.00000412,none
coinbase:1073146982,coinbase,0.00000412,none
coinbase:1073146993,coinbase,11.94692178,none
coinbase:1073146992,coinbase,0.00700333,none
coinbase:1073146991,coinbase,29.91582228,none
coinbase:1073146990,coinbase,48.00000499,none
coinbase:1073146989,coinbase,1.20276272,none
coinbase:1073146988,coinbase,0.00700300,none
coinbase:1073146987,coinbase,6.00000014,none
coinbase:1073146986,coinbase,6.00000014,none
coinbase:1073146985,coinbase,0.04768531,none
coinbase:1073146984,coinbase,18.03011751,none
coinbase:1073146983,coinbase,2.83195369,none
coinbase:1073146994,coinbase,0.00014006,none
coinbase:1073146996,coinbase,0.04921741,none
coinbase:1073146995,coinbase,0.02315884,none
coinbase:1073146997,coinbase,0.00004531,none
coinbase:1073146998,coinbase,0.00000412,none
coinbase:1073146999,coinbase,0.00000412,none
coinbase:1073147000,coinbase,0.56922152,none
coinbase:1073147001,coinbase,0.00000412,none
coinbase:1073147002,coinbase,0.00002471,none
coinbase:1073147003,coinbase,0.00219137,none
coinbase:1073147004,coinbase,0.00000412,none
coinbase:1073147005,coinbase,0.00000412,none
coinbase:1073147007,coinbase,0.01607693,none
coinbase:1073147006,coinbase,17.45780049,none
coinbase:1073147008,coinbase,0.04275860,none
coinbase:1073147012,coinbase,0.28264574,none
coinbase:1073147011,coinbase,0.00700365,none
coinbase:1073147010,coinbase,0.00045317,none
coinbase:1073147009,coinbase,0.00700333,none
coinbase:1073147013,coinbase,0.00313502,none
coinbase:1073147014,coinbase,12.35916540,none
coinbase:1073147015,coinbase,0.00000412,none
coinbase:1073147016,coinbase,0.00102582,none
coinbase:1073147017,coinbase,0.00001236,none
coinbase:1073147018,coinbase,0.29663280,none
coinbase:1073147019,coinbase,1.28053065,none
coinbase:1073147020,coinbase,0.00001236,none
coinbase:1073147022,coinbase,0.59109650,none
coinbase:1073147021,coinbase,0.00313936,none
coinbase:1073147023,coinbase,0.00000412,none
coinbase:1073147024,coinbase,0.01313035,none
coinbase:1073147028,coinbase,9.47630544,none
coinbase:1073147027,coinbase,0.00700398,none
coinbase:1073147026,coinbase,72.96470412,none
coinbase:1073147025,coinbase,3.51574515,none
coinbase:1073147029,coinbase,0.28463053,none
coinbase:1073147030,coinbase,0.00000412,none
kraken:105348438,kraken,0.19840775,rate_misapplied
kraken:105348439,kraken,3.45679413,none
coinbase:1073147031,coinbase,0.00000412,none
coinbase:1073147032,coinbase,0.02971390,none
coinbase:1073147033,coinbase,0.00006592,none
coinbase:1073147039,coinbase,7.95419749,none
coinbase:1073147038,coinbase,16.48026240,double_billed
coinbase:1073147037,coinbase,1.15355245,none
coinbase:1073147036,coinbase,12.36019860,none
coinbase:1073147035,coinbase,8.24013240,none
coinbase:1073147034,coinbase,27.96460325,none
coinbase:1073147040,coinbase,3.49838188,none
kraken:105348440,kraken,0.22670902,none
coinbase:1073147041,coinbase,0.02823149,none
coinbase:1073147042,coinbase,0.00004944,double_billed
coinbase:1073147043,coinbase,0.00000412,none
coinbase:1073147044,coinbase,0.01912588,double_billed
binance:6582449431,binance,0.00137389,none
binance:6582449432,binance,0.15112801,none
binance:6582449433,binance,0.04121673,none
binance:6582449434,binance,0.03159950,double_billed
binance:6582449448,binance,0.00549556,none
binance:6582449453,binance,0.00577034,none
binance:6582449456,binance,0.00329734,none
binance:6582449459,binance,0.67513122,none
binance:6582449462,binance,0.12007830,none
binance:6582449464,binance,0.08037320,none
binance:6582449466,binance,0.00233565,none
binance:6582449468,binance,0.00123653,none
binance:6582449469,binance,0.00247307,none
binance:6582449470,binance,0.10098413,none
binance:6582449472,binance,0.00219830,none
binance:6582449474,binance,0.03022696,none
binance:6582449475,binance,0.03998232,none
binance:6582449476,binance,0.00343494,none
binance:6582449479,binance,0.01071703,none
binance:6582449480,binance,0.13767368,none
binance:6582449482,binance,0.00123659,none
binance:6582449483,binance,0.00329760,none
coinbase:1073147045,coinbase,0.00000412,none
coinbase:1073147046,coinbase,0.00004120,none
coinbase:1073147047,coinbase,0.00000412,none
binance:6582449486,binance,0.00425940,none
coinbase:1073147048,coinbase,0.00000412,none
binance:6582449487,binance,0.15114000,none
binance:6582449490,binance,0.12366000,none
binance:6582449491,binance,0.08244000,double_billed
binance:6582449494,binance,0.00137400,none
coinbase:1073147050,coinbase,0.00000412,none
coinbase:1073147062,coinbase,0.00700563,none
coinbase:1073147061,coinbase,57.88231977,none
coinbase:1073147060,coinbase,11.95047312,none
coinbase:1073147059,coinbase,0.00070054,none
coinbase:1073147058,coinbase,0.00700530,none
coinbase:1073147057,coinbase,72.97827352,none
coinbase:1073147055,coinbase,3.00577689,none
coinbase:1073147054,coinbase,0.00700497,none
coinbase:1073147053,coinbase,0.00700464,none
coinbase:1073147052,coinbase,0.00045322,none
coinbase:1073147064,coinbase,70.88989743,rounding_error
coinbase:1073147063,coinbase,71.81835356,none
binance:6582449495,binance,0.15004078,none
coinbase:1073147065,coinbase,0.97524413,rate_misapplied
binance:6582449496,binance,6.25170000,double_billed
coinbase:1073147066,coinbase,0.00002060,none
coinbase:1073147067,coinbase,0.00000412,none
coinbase:1073147069,coinbase,28.76148367,none
coinbase:1073147068,coinbase,0.44996476,none
coinbase:1073147070,coinbase,0.44999328,none
coinbase:1073147071,coinbase,0.45001793,none
binance:6582449501,binance,0.54025672,none
coinbase:1073147072,coinbase,0.45001793,none
coinbase:1073147073,coinbase,0.00000412,none
coinbase:1073147074,coinbase,2.40424673,none
coinbase:1073147075,coinbase,46.66210334,none
binance:6582449502,binance,0.26106000,none
binance:6582449503,binance,1.42827300,none
binance:6582449531,binance,0.00247320,none
binance:6582449534,binance,0.00302280,none
binance:6582449537,binance,0.00465301,rounding_error
binance:6582449539,binance,0.00109922,none
binance:6582449540,binance,0.11528100,none
binance:6582449542,binance,0.00233587,none
binance:6582449544,binance,0.00228834,rounding_error
binance:6582449545,binance,0.00219849,none
binance:6582449547,binance,0.01374067,none
binance:6582449558,binance,0.00329776,none
binance:6582449561,binance,0.00329777,none
binance:6582449564,binance,0.24733310,none
binance:6582449565,binance,0.12366655,none
binance:6582449566,binance,0.15114801,none
binance:6582449567,binance,0.00151148,none
binance:6582449568,binance,0.04122218,none
coinbase:1073147076,coinbase,0.00000412,none
binance:6582449569,binance,0.00137407,none
kraken:105348441,kraken,0.17329078,none
kraken:105348442,kraken,0.05491184,none
kraken:105348443,kraken,0.54911840,none
kraken:105348444,kraken,0.54911840,none
kraken:105348445,kraken,0.10983616,none
binance:6582449570,binance,3.61355229,rounding_error
binance:6582449588,binance,0.00082444,none
binance:6582449589,binance,0.00329778,none
binance:6582449592,binance,0.02280994,none
binance:6582449601,binance,0.00219856,none
binance:6582449603,binance,0.00219856,none
binance:6582449605,binance,0.00233598,none
binance:6582449607,binance,0.09220462,none
binance:6582449608,binance,0.00549656,none
binance:6582449613,binance,0.00329794,none
binance:6582449616,binance,1.35119462,none
binance:6582449628,binance,0.00150843,rounding_error
binance:6582449630,binance,0.00233609,none
binance:6582449632,binance,0.00123677,none
binance:6582449633,binance,0.01442903,none
binance:6582449634,binance,0.00260350,rounding_error
binance:6582449635,binance,0.00109936,none
binance:6582449636,binance,0.00247357,none
binance:6582449637,binance,0.00329810,none
binance:6582449640,binance,0.00687118,double_billed
binance:6582449643,binance,0.00329817,none
binance:6582449646,binance,0.06871184,none
binance:6582449658,binance,0.04122710,none
coinbase:1073147077,coinbase,0.00000412,none
coinbase:1073147078,coinbase,0.00002060,none
binance:6582449659,binance,0.00109939,none
coinbase:1073147079,coinbase,0.00000412,none
coinbase:1073147080,coinbase,0.82414680,none
coinbase:1073147081,coinbase,0.00008241,none
coinbase:1073147082,coinbase,0.00000412,none
binance:6582449660,binance,0.00137424,none
binance:6582449661,binance,5.48237949,none
binance:6582449663,binance,5.43977816,none
binance:6582449665,binance,1.64729741,none
binance:6582449670,binance,1.61005560,none
binance:6582449671,binance,2.05091070,none
binance:6582449682,binance,0.27182400,none
binance:6582449697,binance,0.00109939,none
binance:6582449698,binance,0.09248466,none
binance:6582449707,binance,0.00219874,none
binance:6582449709,binance,0.00329811,none
binance:6582449712,binance,0.00109937,none
binance:6582449713,binance,0.00329806,none
binance:6582449716,binance,0.02885804,double_billed
binance:6582449729,binance,0.00797019,none
binance:6582449736,binance,0.00109934,none
binance:6582449737,binance,0.00109932,none
binance:6582449738,binance,0.00549657,none
binance:6582449743,binance,0.00879451,none
binance:6582449751,binance,1.39764044,none
binance:6582449759,binance,0.05565278,none
binance:6582449775,binance,0.00109931,none
binance:6582449776,binance,0.00109930,none
binance:6582449777,binance,0.00439716,none
binance:6582449781,binance,0.00109929,none
binance:6582449782,binance,0.00109928,none
binance:6582449783,binance,0.00329784,none
coinbase:1073147085,coinbase,40.16794751,none
coinbase:1073147084,coinbase,28.76116120,none
coinbase:1073147083,coinbase,0.00733451,none
coinbase:1073147086,coinbase,2.59167016,none
coinbase:1073147087,coinbase,9.51705303,none
coinbase:1073147088,coinbase,0.99635881,none
coinbase:1073147089,coinbase,0.00000412,none
coinbase:1073147091,coinbase,0.02784831,none
coinbase:1073147090,coinbase,26.38031785,none
coinbase:1073147094,coinbase,0.00496448,none
coinbase:1073147093,coinbase,0.00700398,none
coinbase:1073147092,coinbase,0.00045320,none
coinbase:1073147095,coinbase,0.00000412,none
binance:6582449786,binance,0.01552731,none
binance:6582449788,binance,0.00632085,none
binance:6582449789,binance,0.05111645,none
binance:6582449790,binance,0.01590923,rate_misapplied
coinbase:1073147096,coinbase,0.00004532,none
coinbase:1073147097,coinbase,0.00000412,none
coinbase:1073147098,coinbase,0.00001236,none
binance:6582449791,binance,0.03064239,none
coinbase:1073147099,coinbase,0.00000412,none
binance:6582449792,binance,0.00137410,none
binance:6582449794,binance,1.62679439,none
binance:6582449818,binance,0.00879422,none
binance:6582449826,binance,0.06059749,none
binance:6582449829,binance,0.00219854,none
binance:6582449831,binance,0.00219852,none
binance:6582449833,binance,0.00549629,none
binance:6582449838,binance,0.01260182,rounding_error
binance:6582449845,binance,0.00219852,none
binance:6582449847,binance,0.00219851,none
binance:6582449849,binance,0.00247332,none
binance:6582449850,binance,0.00549627,none
binance:6582449855,binance,0.00109925,none
binance:6582449856,binance,0.00549623,none
binance:6582449861,binance,0.00219849,none
binance:6582449863,binance,0.00439697,none
binance:6582449867,binance,0.85644723,none
binance:6582449869,binance,0.00109924,none
binance:6582449870,binance,0.00109924,none
binance:6582449871,binance,0.00378878,rounding_error
binance:6582449872,binance,0.00233587,none
binance:6582449874,binance,0.04300725,none
binance:6582449889,binance,0.00879381,none
binance:6582449900,binance,0.27480188,none
binance:6582449901,binance,0.00659524,none
binance:6582449902,binance,0.00329760,none
binance:6582449905,binance,0.00659520,none
binance:6582449911,binance,0.02789220,none
binance:6582449913,binance,0.59988779,none
binance:6582449914,binance,0.00659518,double_billed
binance:6582449917,binance,0.07062335,none
coinbase:1073147102,coinbase,0.01199750,none
coinbase:1073147101,coinbase,21.44948957,none
coinbase:1073147100,coinbase,28.75774798,none
coinbase:1073147103,coinbase,0.00000412,none
binance:6582449918,binance,0.01373995,none
kraken:105348446,kraken,0.40000133,none
kraken:105348447,kraken,0.02800961,none
kraken:105348448,kraken,11.28159353,none
coinbase:1073147104,coinbase,2.98205166,none
binance:6582449922,binance,0.01951073,none
coinbase:1073147105,coinbase,0.00000553,rate_misapplied
coinbase:1073147106,coinbase,0.61204807,none
binance:6582449923,binance,0.04013625,rounding_error
coinbase:1073147107,coinbase,0.00000412,none
binance:6582449924,binance,0.65154852,none
kraken:105348449,kraken,0.78864083,none
coinbase:1073147108,coinbase,61.55240567,none
coinbase:1073147109,coinbase,0.40654261,none
coinbase:1073147110,coinbase,0.99939117,none
coinbase:1073147111,coinbase,0.13894463,none
coinbase:1073147112,coinbase,0.00002060,none
coinbase:1073147113,coinbase,0.00089812,none
coinbase:1073147114,coinbase,-0.00452021,rounding_error
coinbase:1073147115,coinbase,0.00005768,none
coinbase:1073147116,coinbase,0.00002087,rate_misapplied
binance:6582449926,binance,0.01566355,none
kraken:105348450,kraken,39.99999729,none
coinbase:1073147117,coinbase,0.00000412,none
coinbase:1073147120,coinbase,46.72039906,none
coinbase:1073147119,coinbase,16.86218823,none
coinbase:1073147118,coinbase,0.00691302,none
binance:6582449940,binance,0.00151139,none
coinbase:1073147121,coinbase,1.36461677,none
coinbase:1073147122,coinbase,0.59192828,none
coinbase:1073147123,coinbase,0.29765944,none
coinbase:1073147124,coinbase,0.16398851,none
coinbase:1073147125,coinbase,0.85373313,none
coinbase:1073147126,coinbase,2.04325854,none
coinbase:1073147127,coinbase,1.03176144,rate_misapplied
coinbase:1073147128,coinbase,1.10726131,none
binance:6582449942,binance,0.00192359,none
binance:6582449945,binance,0.27479904,double_billed
binance:6582449949,binance,0.00288539,none
coinbase:1073147129,coinbase,0.00006592,none
coinbase:1073147130,coinbase,0.00000412,none
binance:6582449950,binance,2.00012481,none
binance:6582449966,binance,0.00137400,none
binance:6582449968,binance,0.10827082,none
binance:6582449980,binance,0.00879357,none
binance:6582449988,binance,0.02019761,none
binance:6582449989,binance,0.00838132,none
binance:6582449990,binance,0.00109918,none
binance:6582449991,binance,0.00109918,none
binance:6582449992,binance,0.00219834,none
binance:6582449994,binance,0.00329748,none
binance:6582449997,binance,0.02555547,none
binance:6582450020,binance,0.00879328,none
binance:6582450028,binance,0.00109915,none
binance:6582450029,binance,0.00247307,none
binance:6582450030,binance,0.00123653,none
binance:6582450031,binance,0.00329741,none
binance:6582450034,binance,0.00439654,none
coinbase:1073147132,coinbase,58.30706389,none
coinbase:1073147131,coinbase,5.94773416,none
coinbase:1073147133,coinbase,0.29772536,none
coinbase:1073147134,coinbase,2.66022283,none
coinbase:1073147135,coinbase,11.69252301,none
coinbase:1073147136,coinbase,0.00002472,none
coinbase:1073147137,coinbase,0.00000412,none
coinbase:1073147138,coinbase,0.00000412,none
binance:6582450038,binance,0.00137392,none
coinbase:1073147141,coinbase,0.00442445,none
coinbase:1073147140,coinbase,0.01850938,none
coinbase:1073147139,coinbase,0.00700333,none
binance:6582450040,binance,0.33248849,none
binance:6582450076,binance,0.00879308,none
binance:6582450084,binance,0.00494610,none
coinbase:1073147143,coinbase,16.11715200,none
coinbase:1073147142,coinbase,0.00700300,none
binance:6582450085,binance,0.02844007,none
coinbase:1073147144,coinbase,0.00000412,none
coinbase:1073147145,coinbase,0.00000412,none
coinbase:1073147146,coinbase,0.00000412,none
binance:6582450086,binance,0.20608743,none
coinbase:1073147147,coinbase,0.00004943,none
binance:6582450102,binance,0.00522088,none
coinbase:1073147148,coinbase,0.00002060,none
coinbase:1073147149,coinbase,0.00000412,none
binance:6582450103,binance,0.00137392,none
binance:6582450104,binance,1.67782646,none
binance:6582450122,binance,0.00769393,none
binance:6582450129,binance,0.00233565,none
binance:6582450131,binance,0.00219823,none
binance:6582450133,binance,0.00219823,none
binance:6582450135,binance,0.00439645,none
binance:6582450139,binance,0.00109910,none
binance:6582450140,binance,0.00329730,none
binance:6582450143,binance,0.70891919,none
binance:6582450144,binance,0.14727934,none
binance:6582450148,binance,0.00329728,none
binance:6582450151,binance,0.00109909,none
binance:6582450152,binance,0.01413090,rate_misapplied
binance:6582450161,binance,0.00109909,none
binance:6582450162,binance,0.00219817,none
binance:6582450164,binance,0.12749399,none
binance:6582450185,binance,0.00659452,none
binance:6582450191,binance,0.02363034,none
binance:6582450192,binance,0.00109908,none
binance:6582450193,binance,0.00109908,none
binance:6582450194,binance,0.00151122,none
binance:6582450195,binance,0.00109906,none
binance:6582450196,binance,0.00219811,none
binance:6582450198,binance,0.00329716,none
binance:6582450202,binance,0.00219809,none
binance:6582450204,binance,0.00549521,none
binance:6582450209,binance,0.00219808,none
binance:6582450211,binance,0.00329712,none
binance:6582450214,binance,2.01673840,none
binance:6582450237,binance,3.03307520,none
binance:6582450250,binance,0.00123641,none
binance:6582450251,binance,0.00247282,none
binance:6582450252,binance,0.00233543,none
binance:6582450254,binance,0.00109902,none
binance:6582450255,binance,0.00109901,none
binance:6582450256,binance,0.00329701,none
binance:6582450259,binance,0.83826481,none
binance:6582450260,binance,0.00109900,none
binance:6582450261,binance,0.00329696,none
binance:6582450264,binance,0.27474660,none
binance:6582450265,binance,0.00109898,none
binance:6582450266,binance,0.00329693,none
binance:6582450269,binance,0.00109898,none
binance:6582450270,binance,0.00109898,none
binance:6582450271,binance,0.00233532,none
binance:6582450273,binance,0.00109897,none
coinbase:1073147153,coinbase,3.16886436,none
coinbase:1073147152,coinbase,20.92562338,none
coinbase:1073147150,coinbase,0.00692852,none
coinbase:1073147154,coinbase,2.50608643,none
coinbase:1073147155,coinbase,6.91416786,none
binance:6582450274,binance,1.46685095,none
coinbase:1073147156,coinbase,0.11397462,none
coinbase:1073147157,coinbase,3.40886643,none
coinbase:1073147158,coinbase,2.23815607,none
coinbase:1073147159,coinbase,0.14201001,none
binance:6582450281,binance,0.22006885,none
binance:6582450299,binance,0.00659382,none
binance:6582450305,binance,0.00151107,none
coinbase:1073147160,coinbase,5.73545386,none
coinbase:1073147161,coinbase,0.51299495,none
coinbase:1073147162,coinbase,1.29618996,none
coinbase:1073147163,coinbase,0.41016693,none
binance:6582450306,binance,0.90842807,none
binance:6582450324,binance,0.00879168,none
coinbase:1073147164,coinbase,0.84066632,none
coinbase:1073147165,coinbase,0.14679242,none
coinbase:1073147166,coinbase,0.13051740,none
binance:6582450332,binance,0.00439575,none
binance:6582450336,binance,0.00219787,none
binance:6582450338,binance,0.00109893,none
binance:6582450339,binance,0.00123630,none
binance:6582450340,binance,0.00233521,none
binance:6582450342,binance,0.00329677,none
coinbase:1073147167,coinbase,0.54052368,none
coinbase:1073147168,coinbase,0.16083072,none
binance:6582450345,binance,0.01153867,none
binance:6582450354,binance,0.00109891,none
binance:6582450355,binance,0.07266431,none
coinbase:1073147169,coinbase,0.06337004,none
coinbase:1073147170,coinbase,5.99545061,none
coinbase:1073147171,coinbase,0.84203390,none
coinbase:1073147172,coinbase,0.00000412,none
coinbase:1073147174,coinbase,38.50814853,none
coinbase:1073147173,coinbase,14.45921443,none
coinbase:1073147175,coinbase,0.05543514,double_billed
coinbase:1073147180,coinbase,4.11900000,none
coinbase:1073147179,coinbase,0.00700234,none
coinbase:1073147178,coinbase,0.00045309,none
coinbase:1073147177,coinbase,0.00144166,none
coinbase:1073147176,coinbase,0.00045309,none
coinbase:1073147182,coinbase,0.19736544,none
coinbase:1073147181,coinbase,0.00734625,rounding_error
coinbase:1073147183,coinbase,3.61522865,none
coinbase:1073147184,coinbase,0.28778759,none
coinbase:1073147185,coinbase,0.24059458,none
coinbase:1073147186,coinbase,0.20598445,none
coinbase:1073147187,coinbase,10.36942698,none
coinbase:1073147188,coinbase,0.11002504,none
coinbase:1073147189,coinbase,0.18867732,none
binance:6582450362,binance,0.01002740,none
coinbase:1073147190,coinbase,3.24630516,none
binance:6582450363,binance,0.02005480,none
binance:6582450380,binance,0.00219779,none
binance:6582450384,binance,0.00109888,none
binance:6582450385,binance,0.00109887,none
binance:6582450386,binance,0.00219773,none
binance:6582450388,binance,0.00329657,none
binance:6582450391,binance,0.00137357,none
coinbase:1073147191,coinbase,0.00700168,none
coinbase:1073147193,coinbase,41.84339510,double_billed
coinbase:1073147192,coinbase,0.00700136,none
coinbase:1073147194,coinbase,0.00007001,none
coinbase:1073147197,coinbase,0.43460368,none
coinbase:1073147196,coinbase,0.00070008,none
coinbase:1073147195,coinbase,0.00693102,none
coinbase:1073147198,coinbase,0.00000412,none
binance:6582450392,binance,0.00137357,none
binance:6582450394,binance,0.07815613,none
coinbase:1073147199,coinbase,0.00000412,none
binance:6582450395,binance,1.81970527,none
binance:6582450410,binance,0.00219771,none
binance:6582450412,binance,0.00686774,none
binance:6582450418,binance,0.00109884,none
binance:6582450419,binance,0.00123618,none
binance:6582450420,binance,0.00233499,none
binance:6582450422,binance,0.00329646,none
binance:6582450425,binance,0.01565816,none
binance:6582450439,binance,0.00549409,none
binance:6582450444,binance,0.00109882,none
binance:6582450445,binance,0.00494464,double_billed
binance:6582450446,binance,0.00219760,none
binance:6582450448,binance,0.00109878,none
binance:6582450449,binance,0.82202563,none
binance:6582450450,binance,0.00109877,none
binance:6582450451,binance,0.03790750,double_billed
binance:6582450468,binance,0.00879014,none
coinbase:1073147201,coinbase,20.91973464,none
coinbase:1073147200,coinbase,0.00700070,none
coinbase:1073147202,coinbase,0.00000412,none
coinbase:1073147203,coinbase,0.00009471,none
binance:6582450476,binance,0.00102820,rounding_error
coinbase:1073147204,coinbase,0.00000412,none
coinbase:1073147205,coinbase,0.00000824,none
binance:6582450477,binance,0.23719254,none
binance:6582450491,binance,0.00439500,none
binance:6582450495,binance,0.01826655,none
coinbase:1073147206,coinbase,0.00000412,none
binance:6582450496,binance,0.00109874,none
coinbase:1073147207,coinbase,0.31292193,none
coinbase:1073147208,coinbase,0.00000412,none
binance:6582450497,binance,0.19983328,none
binance:6582450498,binance,0.01799186,none
coinbase:1073147209,coinbase,0.00000824,double_billed
coinbase:1073147210,coinbase,0.00428265,none
binance:6582450499,binance,0.00535636,none
coinbase:1073147211,coinbase,0.00002471,none
binance:6582450500,binance,0.09613972,none
binance:6582450501,binance,0.01991465,none
coinbase:1073147212,coinbase,0.00008648,none
binance:6582450502,binance,0.54936984,none
binance:6582450503,binance,0.00137342,none
binance:6582450504,binance,0.27068957,rounding_error
binance:6582450505,binance,0.13734246,none
binance:6582450506,binance,0.54936984,none
coinbase:1073147213,coinbase,5.55921306,none
coinbase:1073147218,coinbase,2.52008436,none
coinbase:1073147217,coinbase,5.99999811,none
coinbase:1073147216,coinbase,5.99999811,none
coinbase:1073147215,coinbase,0.04766510,none
coinbase:1073147214,coinbase,14.11493119,rounding_error
coinbase:1073147219,coinbase,2.52006267,none
binance:6582450514,binance,0.02788052,none
binance:6582450537,binance,0.00109874,none
binance:6582450538,binance,0.00219751,none
binance:6582450540,binance,0.00439504,none
binance:6582450544,binance,0.00109877,none
binance:6582450545,binance,0.00549383,none
